ID	Name	InChIKey	SMILES
DB00255	Diethylstilbestrol	RGLYKWWBQGJZGM-ISLYRVAYSA-N	CC\C(=C(\CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1
DB00257	Clotrimazole	VNFPBHJOKIVQEB-UHFFFAOYSA-N	ClC1=CC=CC=C1C(N1C=CN=C1)(C1=CC=CC=C1)C1=CC=CC=C1
DB00260	Cycloserine	DYDCUQKUCUHJBH-UWTATZPHSA-N	N[C@@H]1CONC1=O
DB00261	Anagrelide	OTBXOEAOVRKTNQ-UHFFFAOYSA-N	ClC1=CC=C2N=C3NC(=O)CN3CC2=C1Cl
DB00262	Carmustine	DLGOEMSEDOSKAD-UHFFFAOYSA-N	ClCCNC(=O)N(CCCl)N=O
DB00263	Sulfisoxazole	NHUHCSRWZMLRLA-UHFFFAOYSA-N	CC1=NOC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1C
DB00264	Metoprolol	IUBSYMUCCVWXPE-UHFFFAOYSA-N	COCCC1=CC=C(OCC(O)CNC(C)C)C=C1
DB00266	Dicoumarol	DOBMPNYZJYQDGZ-UHFFFAOYSA-N	OC1=C(CC2=C(O)C3=C(OC2=O)C=CC=C3)C(=O)OC2=C1C=CC=C2
DB00268	Ropinirole	UHSKFQJFRQCDBE-UHFFFAOYSA-N	CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1
DB00270	Isradipine	HMJIYCCIJYRONP-UHFFFAOYSA-N	COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC2=NON=C12)C(=O)OC(C)C
DB00272	Betazole	JXDFEQONERDKSS-UHFFFAOYSA-N	NCCC1=CC=NN1
DB00273	Topiramate	KJADKKWYZYXHBB-XBWDGYHZSA-N	[H][C@@]12CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@]3([H])[C@]1([H])OC(C)(C)O2
DB00274	Cefmetazole	SNBUBQHDYVFSQF-HIFRSBDPSA-N	[H][C@]12SCC(CSC3=NN=NN3C)=C(N1C(=O)[C@]2(NC(=O)CSCC#N)OC)C(O)=O
DB00275	Olmesartan	VTRAEEWXHOVJFV-UHFFFAOYSA-N	CCCC1=NC(=C(N1CC1=CC=C(C=C1)C1=C(C=CC=C1)C1=NN=NN1)C(O)=O)C(C)(C)O
DB00276	Amsacrine	XCPGHVQEEXUHNC-UHFFFAOYSA-N	COC1=C(NC2=C3C=CC=CC3=NC3=CC=CC=C23)C=CC(NS(C)(=O)=O)=C1
DB00277	Theophylline	ZFXYFBGIUFBOJW-UHFFFAOYSA-N	CN1C2=C(NC=N2)C(=O)N(C)C1=O
DB00278	Argatroban	KXNPVXPOPUZYGB-IOVMHBDKSA-N	C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCNC(N)=N)NS(=O)(=O)C1=CC=CC2=C1NCC(C)C2
DB00279	Liothyronine	AUYYCJSJGJYCDS-LBPRGKRZSA-N	N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C(O)=O
DB00280	Disopyramide	UVTNFZQICZKOEM-UHFFFAOYSA-N	CC(C)N(CCC(C(N)=O)(C1=CC=CC=C1)C1=NC=CC=C1)C(C)C
DB00281	Lidocaine	NNJVILVZKWQKPM-UHFFFAOYSA-N	CCN(CC)CC(=O)NC1=C(C)C=CC=C1C
DB00282	Pamidronic acid	WRUUGTRCQOWXEG-UHFFFAOYSA-N	NCCC(O)(P(O)(O)=O)P(O)(O)=O
DB00283	Clemastine	YNNUSGIPVFPVBX-NHCUHLMSSA-N	CN1CCC[C@@H]1CCO[C@](C)(C1=CC=CC=C1)C1=CC=C(Cl)C=C1
DB00284	Acarbose	CEMXHAPUFJOOSV-XGWNLRGSSA-N	[H]C(=O)[C@H](O)[C@@H](O)[C@]([H])(O[C@@]1([H])O[C@H](CO)[C@@]([H])(O[C@H]2O[C@H](C)[C@@H](N[C@@]3([H])C=C(CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O)[C@H](O)CO
DB00285	Venlafaxine	PNVNVHUZROJLTJ-UHFFFAOYSA-N	COC1=CC=C(C=C1)C(CN(C)C)C1(O)CCCCC1
DB00287	Travoprost	MKPLKVHSHYCHOC-AHTXBMBWSA-N	CC(C)OC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\[C@@H](O)COC1=CC=CC(=C1)C(F)(F)F
DB00288	Amcinonide	ILKJAFIWWBXGDU-MOGDOJJUSA-N	[H][C@@]12C[C@H]3OC4(CCCC4)O[C@@]3(C(=O)COC(C)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
DB00289	Atomoxetine	VHGCDTVCOLNTBX-QGZVFWFLSA-N	CNCC[C@@H](OC1=CC=CC=C1C)C1=CC=CC=C1
DB00290	Bleomycin	OYVAGSVQBOHSSS-WXFSZRTFSA-O	[H][C@](C)(NC(=O)[C@@]([H])(NC(=O)C1=NC(=NC(N)=C1C)[C@H](CC(N)=O)NC[C@H](N)C(N)=O)[C@@]([H])(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)C1=CNC=N1)[C@@H](O)[C@H](C)C(=O)N[C@]([H])(C(=O)NCCC1=NC(=CS1)C1=NC(=CS1)C(=O)NCCC[S+](C)C)[C@@]([H])(C)O
DB00291	Chlorambucil	JCKYGMPEJWAADB-UHFFFAOYSA-N	OC(=O)CCCC1=CC=C(C=C1)N(CCCl)CCCl
DB00292	Etomidate	NPUKDXXFDDZOKR-LLVKDONJSA-N	CCOC(=O)C1=CN=CN1[C@H](C)C1=CC=CC=C1
DB00293	Raltitrexed	IVTVGDXNLFLDRM-HNNXBMFYSA-N	CN(CC1=CC2=C(NC(C)=NC2=O)C=C1)C1=CC=C(S1)C(=O)N[C@@H](CCC(O)=O)C(O)=O
DB00294	Etonogestrel	GCKFUYQCUCGESZ-BPIQYHPVSA-N	[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC(=C)[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H]
DB00295	Morphine	BQJCRHHNABKAKU-KBQPJGBKSA-N	[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O
DB00296	Ropivacaine	ZKMNUMMKYBVTFN-HNNXBMFYSA-N	CCCN1CCCC[C@H]1C(=O)NC1=C(C)C=CC=C1C
DB00297	Bupivacaine	LEBVLXFERQHONN-UHFFFAOYSA-N	CCCCN1CCCCC1C(=O)NC1=C(C)C=CC=C1C
DB00298	Dapiprazole	RFWZESUMWJKKRN-UHFFFAOYSA-N	CC1=CC=CC=C1N1CCN(CCC2=NN=C3CCCCN23)CC1
DB00300	Tenofovir disoproxil	JFVZFKDSXNQEJW-CQSZACIVSA-N	[H][C@@](C)(CN1C=NC2=C(N)N=CN=C12)OCP(=O)(OCOC(=O)OC(C)C)OCOC(=O)OC(C)C
DB00301	Flucloxacillin	UIOFUWFRIANQPC-JKIFEVAISA-N	[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(C)ON=C1C1=C(Cl)C=CC=C1F)C(O)=O
DB00302	Tranexamic acid	GYDJEQRTZSCIOI-LJGSYFOKSA-N	NC[C@H]1CC[C@@H](CC1)C(O)=O
DB00304	Desogestrel	RPLCPCMSCLEKRS-BPIQYHPVSA-N	[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC(=C)[C@]1([H])[C@@]3([H])CCCC=C3CC[C@@]21[H]
DB00305	Mitomycin	NWIBSHFKIJFRCO-WUDYKRTCSA-N	[H][C@]12CN3C4=C([C@@H](COC(N)=O)[C@@]3(OC)[C@@]1([H])N2)C(=O)C(N)=C(C)C4=O
DB00306	Talbutal	BJVVMKUXKQHWJK-UHFFFAOYSA-N	CCC(C)C1(CC=C)C(=O)NC(=O)NC1=O
DB00307	Bexarotene	NAVMQTYZDKMPEU-UHFFFAOYSA-N	CC1=CC2=C(C=C1C(=C)C1=CC=C(C=C1)C(O)=O)C(C)(C)CCC2(C)C
DB00308	Ibutilide	ALOBUEHUHMBRLE-UHFFFAOYSA-N	CCCCCCCN(CC)CCCC(O)C1=CC=C(NS(C)(=O)=O)C=C1
DB00309	Vindesine	HHJUWIANJFBDHT-ZVTSDNJWSA-N	[H][C@@]12N3CC[C@@]11C4=CC(=C(OC)C=C4N(C)[C@@]1([H])[C@](O)([C@H](O)[C@]2(CC)C=CC3)C(N)=O)[C@]1(C[C@@]2([H])CN(C[C@](O)(CC)C2)CCC2=C1NC1=C2C=CC=C1)C(=O)OC
DB00310	Chlorthalidone	JIVPVXMEBJLZRO-UHFFFAOYSA-N	NS(=O)(=O)C1=C(Cl)C=CC(=C1)C1(O)NC(=O)C2=CC=CC=C12
DB00312	Pentobarbital	WEXRUCMBJFQVBZ-UHFFFAOYSA-N	CCCC(C)C1(CC)C(=O)NC(=O)NC1=O
DB00313	Valproic acid	NIJJYAXOARWZEE-UHFFFAOYSA-N	CCCC(CCC)C(O)=O
DB00315	Zolmitriptan	ULSDMUVEXKOYBU-ZDUSSCGKSA-N	CN(C)CCC1=CNC2=CC=C(C[C@H]3COC(=O)N3)C=C12
DB00316	Acetaminophen	RZVAJINKPMORJF-UHFFFAOYSA-N	CC(=O)NC1=CC=C(O)C=C1
DB00317	Gefitinib	XGALLCVXEZPNRQ-UHFFFAOYSA-N	COC1=C(OCCCN2CCOCC2)C=C2C(NC3=CC(Cl)=C(F)C=C3)=NC=NC2=C1
DB00318	Codeine	OROGSEYTTFOCAN-DNJOTXNNSA-N	[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC
DB00319	Piperacillin	IVBHGBMCVLDMKU-GXNBUGAJSA-N	[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](NC(=O)N1CCN(CC)C(=O)C1=O)C1=CC=CC=C1)C(O)=O
DB00320	Dihydroergotamine	LUZRJRNZXALNLM-JGRZULCMSA-N	[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)O[C@@]21O
DB00321	Amitriptyline	KRMDCWKBEZIMAB-UHFFFAOYSA-N	CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12
DB00322	Floxuridine	ODKNJVUHOIMIIZ-RRKCRQDMSA-N	OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(F)C(=O)NC1=O
DB00323	Tolcapone	MIQPIUSUKVNLNT-UHFFFAOYSA-N	CC1=CC=C(C=C1)C(=O)C1=CC(=C(O)C(O)=C1)[N+]([O-])=O
DB00324	Fluorometholone	FAOZLTXFLGPHNG-KNAQIMQKSA-N	[H][C@@]12CC[C@](O)(C(C)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](C)C2=CC(=O)C=C[C@]12C
DB00325	Nitroprusside	ASPOIVQEUUCDQT-UHFFFAOYSA-N	O=N[Fe--](C#N)(C#N)(C#N)(C#N)C#N
DB00327	Hydromorphone	WVLOADHCBXTIJK-YNHQPCIGSA-N	[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CCC2=O
DB00328	Indomethacin	CGIGDMFJXJATDK-UHFFFAOYSA-N	COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(O)=O
DB00330	Ethambutol	AEUTYOVWOVBAKS-UWVGGRQHSA-N	CC[C@@H](CO)NCCN[C@@H](CC)CO
DB00331	Metformin	XZWYZXLIPXDOLR-UHFFFAOYSA-N	CN(C)C(=N)NC(N)=N
DB00332	Ipratropium	OEXHQOGQTVQTAT-BHIXFJMTSA-N	[H][C@]12CC[C@]([H])(C[C@@H](C1)OC(=O)C(CO)C1=CC=CC=C1)[N+]2(C)C(C)C
DB00333	Methadone	USSIQXCVUWKGNF-UHFFFAOYSA-N	CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1
DB00334	Olanzapine	KVWDHTXUZHCGIO-UHFFFAOYSA-N	CN1CCN(CC1)C1=NC2=CC=CC=C2NC2=C1C=C(C)S2
DB00335	Atenolol	METKIMKYRPQLGS-UHFFFAOYSA-N	CC(C)NCC(O)COC1=CC=C(CC(N)=O)C=C1
DB00336	Nitrofural	IAIWVQXQOWNYOU-FPYGCLRLSA-N	NC(=O)N\N=C\C1=CC=C(O1)[N+]([O-])=O
DB00337	Pimecrolimus	KASDHRXLYQOAKZ-XDSKOBMDSA-N	[H][C@]1(CC[C@H](Cl)[C@@H](C1)OC)\C=C(/C)[C@@]1([H])OC(=O)[C@]2([H])CCCCN2C(=O)C(=O)[C@]2(O)O[C@@]([H])([C@H](C[C@H]2C)OC)[C@H](C[C@@H](C)C\C(C)=C\[C@@H](CC)C(=O)C[C@H](O)[C@H]1C)OC
DB00338	Omeprazole	SUBDBMMJDZJVOS-UHFFFAOYSA-N	COC1=CC2=C(C=C1)N=C(N2)S(=O)CC1=NC=C(C)C(OC)=C1C
DB00339	Pyrazinamide	IPEHBUMCGVEMRF-UHFFFAOYSA-N	NC(=O)C1=NC=CN=C1
DB00340	Metixene	MJFJKKXQDNNUJF-UHFFFAOYSA-N	CN1CCCC(CC2C3=CC=CC=C3SC3=CC=CC=C23)C1
DB00341	Cetirizine	ZKLPARSLTMPFCP-UHFFFAOYSA-N	OC(=O)COCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1
DB00342	Terfenadine	GUGOEEXESWIERI-UHFFFAOYSA-N	CC(C)(C)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1
DB00343	Diltiazem	HSUGRBWQSSZJOP-RTWAWAEBSA-N	COC1=CC=C(C=C1)[C@@H]1SC2=C(C=CC=C2)N(CCN(C)C)C(=O)[C@@H]1OC(C)=O
DB00344	Protriptyline	BWPIARFWQZKAIA-UHFFFAOYSA-N	CNCCCC1C2=CC=CC=C2C=CC2=CC=CC=C12
DB00345	Aminohippuric acid	HSMNQINEKMPTIC-UHFFFAOYSA-N	NC1=CC=C(C=C1)C(=O)NCC(O)=O
DB00346	Alfuzosin	WNMJYKCGWZFFKR-UHFFFAOYSA-N	COC1=CC2=C(C=C1OC)C(N)=NC(=N2)N(C)CCCNC(=O)C1CCCO1
DB00347	Trimethadione	IRYJRGCIQBGHIV-UHFFFAOYSA-N	CN1C(=O)OC(C)(C)C1=O
DB00348	Nitisinone	OUBCNLGXQFSTLU-UHFFFAOYSA-N	[O-][N+](=O)C1=C(C=CC(=C1)C(F)(F)F)C(=O)C1C(=O)CCCC1=O
DB00349	Clobazam	CXOXHMZGEKVPMT-UHFFFAOYSA-N	CN1C2=C(C=C(Cl)C=C2)N(C2=CC=CC=C2)C(=O)CC1=O
DB00350	Minoxidil	ZFMITUMMTDLWHR-UHFFFAOYSA-N	NC1=CC(=NC(N)=[N+]1[O-])N1CCCCC1
DB00351	Megestrol acetate	RQZAXGRLVPAYTJ-GQFGMJRRSA-N	[H][C@@]12CC[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C=C(C)C2=CC(=O)CC[C@]12C
DB00352	Tioguanine	WYWHKKSPHMUBEB-UHFFFAOYSA-N	NC1=NC(=S)C2=C(N1)N=CN2
DB00353	Methylergometrine	UNBRKDKAWYKMIV-QWQRMKEZSA-N	[H][C@@]12CC3=CNC4=CC=CC(=C34)C1=C[C@H](CN2C)C(=O)N[C@@H](CC)CO
DB00354	Buclizine	MOYGZHXDRJNJEP-UHFFFAOYSA-N	CC(C)(C)C1=CC=C(CN2CCN(CC2)C(C2=CC=CC=C2)C2=CC=C(Cl)C=C2)C=C1
DB00356	Chlorzoxazone	TZFWDZFKRBELIQ-UHFFFAOYSA-N	ClC1=CC2=C(OC(=O)N2)C=C1
DB00357	Aminoglutethimide	ROBVIMPUHSLWNV-UHFFFAOYSA-N	CCC1(CCC(=O)NC1=O)C1=CC=C(N)C=C1
DB00358	Mefloquine	XEEQGYMUWCZPDN-UHFFFAOYSA-N	OC(C1CCCCN1)C1=CC(=NC2=C1C=CC=C2C(F)(F)F)C(F)(F)F
DB00359	Sulfadiazine	SEEPANYCNGTZFQ-UHFFFAOYSA-N	NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=N1
DB00360	Sapropterin	FNKQXYHWGSIFBK-RPDRRWSUSA-N	[H][C@@]1(CNC2=C(N1)C(=O)NC(N)=N2)[C@@H](O)[C@H](C)O
DB00361	Vinorelbine	GBABOYUKABKIAF-IELIFDKJSA-N	[H][C@@]12N(C)C3=CC(OC)=C(C=C3[C@@]11CCN3CC=C[C@](CC)([C@@]13[H])[C@@]([H])(OC(C)=O)[C@]2(O)C(=O)OC)[C@]1(C[C@@]2([H])CN(CC(CC)=C2)CC2=C1NC1=CC=CC=C21)C(=O)OC
DB00363	Clozapine	QZUDBNBUXVUHMW-UHFFFAOYSA-N	CN1CCN(CC1)C1=NC2=CC(Cl)=CC=C2NC2=CC=CC=C12
DB00364	Sucralfate	IPLJAZDIICJQEL-JTJNLBSYSA-A	O.O[Al](O)O.O[Al](O)OS(=O)(=O)OC[C@H]1O[C@@](COS(=O)(=O)O[Al](O)O)(O[C@H]2O[C@H](COS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@H](OS(=O)(=O)O[Al](O)O)[C@H]2OS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@@H]1OS(=O)(=O)O[Al](O)O
DB00365	Grepafloxacin	AIJTTZAVMXIJGM-UHFFFAOYSA-N	CC1CN(CCN1)C1=C(F)C(C)=C2C(=O)C(=CN(C3CC3)C2=C1)C(O)=O
DB00366	Doxylamine	HCFDWZZGGLSKEP-UHFFFAOYSA-N	CN(C)CCOC(C)(C1=CC=CC=C1)C1=CC=CC=N1
DB00367	Levonorgestrel	WWYNJERNGUHSAO-XUDSTZEESA-N	[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H]
DB00368	Norepinephrine	SFLSHLFXELFNJZ-QMMMGPOBSA-N	NC[C@H](O)C1=CC(O)=C(O)C=C1
DB00369	Cidofovir	VWFCHDSQECPREK-LURJTMIESA-N	NC1=NC(=O)N(C[C@@H](CO)OCP(O)(O)=O)C=C1
DB00370	Mirtazapine	RONZAEMNMFQXRA-UHFFFAOYSA-N	CN1CCN2C(C1)C1=CC=CC=C1CC1=C2N=CC=C1
DB00371	Meprobamate	NPPQSCRMBWNHMW-UHFFFAOYSA-N	CCCC(C)(COC(N)=O)COC(N)=O
DB00372	Thiethylperazine	XCTYLCDETUVOIP-UHFFFAOYSA-N	CCSC1=CC2=C(SC3=CC=CC=C3N2CCCN2CCN(C)CC2)C=C1
DB00373	Timolol	BLJRIMJGRPQVNF-JTQLQIEISA-N	[H][C@](O)(CNC(C)(C)C)COC1=NSN=C1N1CCOCC1
DB00374	Treprostinil	PAJMKGZZBBTTOY-ZFORQUDYSA-N	[H][C@]12C[C@@H](O)[C@H](CC[C@@H](O)CCCCC)[C@@]1([H])CC1=C(C2)C(OCC(O)=O)=CC=C1
DB00376	Trihexyphenidyl	HWHLPVGTWGOCJO-UHFFFAOYSA-N	OC(CCN1CCCCC1)(C1CCCCC1)C1=CC=CC=C1
DB00377	Palonosetron	CPZBLNMUGSZIPR-NVXWUHKLSA-N	[H][C@]12CCCC3=C1C(=CC=C3)C(=O)N(C2)[C@@H]1CN2CCC1CC2
DB00378	Dydrogesterone	JGMOKGBVKVMRFX-HQZYFCCVSA-N	[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@]1([H])[C@@]2([H])C=CC2=CC(=O)CC[C@@]12C
DB00379	Mexiletine	VLPIATFUUWWMKC-UHFFFAOYSA-N	CC(N)COC1=C(C)C=CC=C1C
DB00380	Dexrazoxane	BMKDZUISNHGIBY-ZETCQYMHSA-N	C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1
DB00381	Amlodipine	HTIQEAQVCYTUBX-UHFFFAOYSA-N	CCOC(=O)C1=C(COCCN)NC(C)=C(C1C1=CC=CC=C1Cl)C(=O)OC
DB00382	Tacrine	YLJREFDVOIBQDA-UHFFFAOYSA-N	NC1=C2CCCCC2=NC2=CC=CC=C12
DB00383	Oxyphencyclimine	DUDKAZCAISNGQN-UHFFFAOYSA-N	CN1CCCN=C1COC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1
DB00384	Triamterene	FNYLWPVRPXGIIP-UHFFFAOYSA-N	NC1=NC(N)=C2N=C(C(N)=NC2=N1)C1=CC=CC=C1
DB00385	Valrubicin	ZOCKGBMQLCSHFP-KQRAQHLDSA-N	[H][C@@]1(C[C@@](O)(CC2=C(O)C3=C(C(O)=C12)C(=O)C1=C(OC)C=CC=C1C3=O)C(=O)COC(=O)CCCC)O[C@H]1C[C@H](NC(=O)C(F)(F)F)[C@H](O)[C@H](C)O1
DB00387	Procyclidine	WYDUSKDSKCASEF-UHFFFAOYSA-N	OC(CCN1CCCC1)(C1CCCCC1)C1=CC=CC=C1
DB00388	Phenylephrine	SONNWYBIRXJNDC-VIFPVBQESA-N	CNC[C@H](O)C1=CC(O)=CC=C1
DB00389	Carbimazole	CFOYWRHIYXMDOT-UHFFFAOYSA-N	CCOC(=O)N1C=CN(C)C1=S
DB00390	Digoxin	LTMHDMANZUZIPE-PUGKRICDSA-N	[H][C@]12CC[C@]3([H])[C@]([H])(C[C@@H](O)[C@]4(C)[C@H](CC[C@]34O)C3=CC(=O)OC3)[C@@]1(C)CC[C@@H](C2)O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@H]3C[C@H](O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@@H](C)O1
DB00391	Sulpiride	BGRJTUBHPOOWDU-UHFFFAOYSA-N	CCN1CCCC1CNC(=O)C1=C(OC)C=CC(=C1)S(N)(=O)=O
DB00392	Profenamine	CDOZDBSBBXSXLB-UHFFFAOYSA-N	CCN(CC)C(C)CN1C2=CC=CC=C2SC2=CC=CC=C12
DB00393	Nimodipine	UIAGMCDKSXEBJQ-UHFFFAOYSA-N	COCCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)C
DB00394	Beclomethasone dipropionate	KUVIULQEHSCUHY-XYWKZLDCSA-N	[H][C@@]12C[C@H](C)[C@](OC(=O)CC)(C(=O)COC(=O)CC)[C@@]1(C)C[C@H](O)[C@@]1(Cl)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
DB00395	Carisoprodol	OFZCIYFFPZCNJE-UHFFFAOYSA-N	CCCC(C)(COC(N)=O)COC(=O)NC(C)C
DB00396	Progesterone	RJKFOVLPORLFTN-LEKSSAKUSA-N	[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C
DB00397	Phenylpropanolamine	DLNKOYKMWOXYQA-UHFFFAOYSA-N	CC(N)C(O)C1=CC=CC=C1
DB00398	Sorafenib	MLDQJTXFUGDVEO-UHFFFAOYSA-N	CNC(=O)C1=NC=CC(OC2=CC=C(NC(=O)NC3=CC(=C(Cl)C=C3)C(F)(F)F)C=C2)=C1
DB00399	Zoledronic acid	XRASPMIURGNCCH-UHFFFAOYSA-N	OC(CN1C=CN=C1)(P(O)(O)=O)P(O)(O)=O
DB00400	Griseofulvin	DDUHZTYCFQRHIY-RBHXEPJQSA-N	COC1=CC(OC)=C(Cl)C2=C1C(=O)[C@]1(O2)[C@H](C)CC(=O)C=C1OC
DB00401	Nisoldipine	VKQFCGNPDRICFG-UHFFFAOYSA-N	COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OCC(C)C
DB00402	Eszopiclone	GBBSUAFBMRNDJC-INIZCTEOSA-N	CN1CCN(CC1)C(=O)O[C@@H]1N(C(=O)C2=NC=CN=C12)C1=NC=C(Cl)C=C1
DB00403	Ceruletide	YRALAIOMGQZKOW-HYAOXDFASA-N	[H][C@](NC(=O)[C@H](CC1=CC=C(OS(O)(=O)=O)C=C1)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCC(=O)N1)([C@@H](C)O)C(=O)NCC(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(N)=O
DB00404	Alprazolam	VREFGVBLTWBCJP-UHFFFAOYSA-N	CC1=NN=C2CN=C(C3=CC=CC=C3)C3=C(C=CC(Cl)=C3)N12
DB00405	Dexbrompheniramine	ZDIGNSYAACHWNL-HNNXBMFYSA-N	CN(C)CC[C@@H](C1=CC=C(Br)C=C1)C1=CC=CC=N1
DB00406	Gentian violet cation	LGLFFNDHMLKUMI-UHFFFAOYSA-N	CN(C)C1=CC=C(C=C1)C(C1=CC=C(C=C1)N(C)C)=C1C=CC(C=C1)=[N+](C)C
DB00408	Loxapine	XJGVXQDUIWGIRW-UHFFFAOYSA-N	CN1CCN(CC1)C1=NC2=CC=CC=C2OC2=C1C=C(Cl)C=C2
DB00409	Remoxipride	GUJRSXAPGDDABA-NSHDSACASA-N	CCN1CCC[C@H]1CNC(=O)C1=C(OC)C=CC(Br)=C1OC
DB00411	Carbamoylcholine	VPJXQGSRWJZDOB-UHFFFAOYSA-O	C[N+](C)(C)CCOC(N)=O
DB00412	Rosiglitazone	YASAKCUCGLMORW-UHFFFAOYSA-N	CN(CCOC1=CC=C(CC2SC(=O)NC2=O)C=C1)C1=CC=CC=N1
DB00413	Pramipexole	FASDKYOPVNHBLU-ZETCQYMHSA-N	CCCN[C@H]1CCC2=C(C1)SC(N)=N2
DB00414	Acetohexamide	VGZSUPCWNCWDAN-UHFFFAOYSA-N	CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1
DB00415	Ampicillin	AVKUERGKIZMTKX-NJBDSQKTSA-N	[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(O)=O
DB00416	Metocurine iodide	DIGFQJFCDPKEPF-OIUSMDOTSA-L	[I-].[I-].[H][C@@]12CC3=CC=C(OC4=C5C(CC[N+](C)(C)[C@]5([H])CC5=CC(OC6=C(OC)C=C(CC[N+]1(C)C)C2=C6)=C(OC)C=C5)=CC(OC)=C4OC)C=C3
DB00417	Phenoxymethylpenicillin	BPLBGHOLXOTWMN-MBNYWOFBSA-N	[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)COC1=CC=CC=C1)C(O)=O
DB00418	Secobarbital	KQPKPCNLIDLUMF-UHFFFAOYSA-N	CCCC(C)C1(CC=C)C(=O)NC(=O)NC1=O
DB00419	Miglustat	UQRORFVVSGFNRO-UTINFBMNSA-N	CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
DB00420	Promazine	ZGUGWUXLJSTTMA-UHFFFAOYSA-N	CN(C)CCCN1C2=CC=CC=C2SC2=CC=CC=C12
