type	ID	Name	State	group	Gene_target	DB_id	name	Type	ATC_code
biotech	DB00092	Alefacept	liquid	approved	CD2	BE0000719	T-cell surface antigen CD2	polypeptide	L04AA15
biotech	DB00092	Alefacept	liquid	approved	FCGR3A	BE0002097	Low affinity immunoglobulin gamma Fc region receptor III-A	polypeptide	L04AA15
biotech	DB00092	Alefacept	liquid	approved	FCGR3B	BE0000901	Low affinity immunoglobulin gamma Fc region receptor III-B	polypeptide	L04AA15
biotech	DB00094	Urofollitropin	liquid	approved	FSHR	BE0000387	Follicle-stimulating hormone receptor	polypeptide	G03GA04
biotech	DB00095	Efalizumab	liquid	approved	ITGAL	BE0000516	Integrin alpha-L	polypeptide	L04AA21
biotech	DB00095	Efalizumab	liquid	approved	ITGAX	BE0009967	Integrin alpha-X	polypeptide	L04AA21
biotech	DB00097	Choriogonadotropin alfa	solid	approved	LHCGR	BE0000134	Lutropin-choriogonadotropic hormone receptor	polypeptide	G03GA08
biotech	DB00097	Choriogonadotropin alfa	solid	approved	FSHR	BE0000387	Follicle-stimulating hormone receptor	polypeptide	G03GA08
biotech	DB00098	Antithymocyte immunoglobulin (rabbit)	liquid	approved	CD1A	BE0000598	T-cell surface glycoprotein CD1a	polypeptide	L04AA04
biotech	DB00098	Antithymocyte immunoglobulin (rabbit)	liquid	approved	MR1	BE0003573	Major histocompatibility complex class I-related gene protein	polypeptide	L04AA04
biotech	DB00098	Antithymocyte immunoglobulin (rabbit)	liquid	approved	ITGAL	BE0000516	Integrin alpha-L	polypeptide	L04AA04
biotech	DB00098	Antithymocyte immunoglobulin (rabbit)	liquid	approved	CD86	BE0000846	T-lymphocyte activation antigen CD86	polypeptide	L04AA04
biotech	DB00098	Antithymocyte immunoglobulin (rabbit)	liquid	approved	FCGR2B	BE0002099	Low affinity immunoglobulin gamma Fc region receptor II-b	polypeptide	L04AA04
biotech	DB00098	Antithymocyte immunoglobulin (rabbit)	liquid	approved	CD4	BE0003488	T-cell surface glycoprotein CD4	polypeptide	L04AA04
biotech	DB00098	Antithymocyte immunoglobulin (rabbit)	liquid	approved	ITGB1	BE0003575	Integrin beta-1	polypeptide	L04AA04
biotech	DB00098	Antithymocyte immunoglobulin (rabbit)	liquid	approved	ITGAV	BE0003576	Integrin alpha-V	polypeptide	L04AA04
biotech	DB00098	Antithymocyte immunoglobulin (rabbit)	liquid	approved	ITGB3	BE0001155	Integrin beta-3	polypeptide	L04AA04
biotech	DB00099	Filgrastim	liquid	approved	CSF3R	BE0000793	Granulocyte colony-stimulating factor receptor	polypeptide	L03AA02
biotech	DB00099	Filgrastim	liquid	approved	ELANE	BE0000394	Neutrophil elastase	polypeptide	L03AA02
biotech	DB00100	Coagulation Factor IX (Recombinant)	liquid	approved	F10	BE0000216	Coagulation factor X	polypeptide	NA
biotech	DB00100	Coagulation Factor IX (Recombinant)	liquid	approved	F11	BE0001021	Coagulation factor XI	polypeptide	NA
biotech	DB00100	Coagulation Factor IX (Recombinant)	liquid	approved	F7	BE0000333	Coagulation factor VII	polypeptide	NA
biotech	DB00100	Coagulation Factor IX (Recombinant)	liquid	approved	F8	BE0000016	Coagulation factor VIII	polypeptide	NA
biotech	DB00100	Coagulation Factor IX (Recombinant)	liquid	approved	F2	BE0000048	Prothrombin	polypeptide	NA
biotech	DB00100	Coagulation Factor IX (Recombinant)	liquid	approved	LRP1	BE0002110	Prolow-density lipoprotein receptor-related protein 1	polypeptide	NA
biotech	DB00100	Coagulation Factor IX (Recombinant)	liquid	approved	GGCX	BE0000403	Vitamin K-dependent gamma-carboxylase	polypeptide	NA
biotech	DB00102	Becaplermin	liquid	approved	PDGFRB	BE0000205	Platelet-derived growth factor receptor beta	polypeptide	D03AX06;A01AD08
biotech	DB00102	Becaplermin	liquid	approved	PDGFRA	BE0000852	Platelet-derived growth factor receptor alpha	polypeptide	D03AX06;A01AD08
biotech	DB00102	Becaplermin	liquid	approved	A2M	BE0000910	Alpha-2-macroglobulin	polypeptide	D03AX06;A01AD08
biotech	DB00105	Interferon alfa-2b	liquid	approved	IFNAR2	BE0000385	Interferon alpha/beta receptor 2	polypeptide	L03AB05
biotech	DB00105	Interferon alfa-2b	liquid	approved	IFNAR1	BE0000661	Interferon alpha/beta receptor 1	polypeptide	L03AB05
small molecule	DB00106	Abarelix	solid	approved	GNRHR	BE0000203	Gonadotropin-releasing hormone receptor	polypeptide	L02BX01
biotech	DB00107	Oxytocin	liquid	approved	OXTR	BE0000844	Oxytocin receptor	polypeptide	G02AC01;H01BB02
biotech	DB00108	Natalizumab	liquid	approved	ITGA4	BE0000590	Integrin alpha-4	polypeptide	L04AA23
biotech	DB00108	Natalizumab	liquid	approved	FCGR3B	BE0000901	Low affinity immunoglobulin gamma Fc region receptor III-B	polypeptide	L04AA23
biotech	DB00108	Natalizumab	liquid	approved	ICAM1	BE0001085	Intercellular adhesion molecule 1	polypeptide	L04AA23
biotech	DB00108	Natalizumab	liquid	approved	FCGR1A	BE0000710	High affinity immunoglobulin gamma Fc receptor I	polypeptide	L04AA23
biotech	DB00110	Palivizumab	liquid	approved	FCGR3B	BE0000901	Low affinity immunoglobulin gamma Fc region receptor III-B	polypeptide	J06BB16
biotech	DB00110	Palivizumab	liquid	approved	C1R	BE0002093	Complement C1r subcomponent	polypeptide	J06BB16
biotech	DB00110	Palivizumab	liquid	approved	C1QA	BE0002094	Complement C1q subcomponent subunit A	polypeptide	J06BB16
biotech	DB00110	Palivizumab	liquid	approved	C1QB	BE0002095	Complement C1q subcomponent subunit B	polypeptide	J06BB16
biotech	DB00110	Palivizumab	liquid	approved	C1QC	BE0002096	Complement C1q subcomponent subunit C	polypeptide	J06BB16
biotech	DB00110	Palivizumab	liquid	approved	FCGR3A	BE0002097	Low affinity immunoglobulin gamma Fc region receptor III-A	polypeptide	J06BB16
biotech	DB00110	Palivizumab	liquid	approved	FCGR1A	BE0000710	High affinity immunoglobulin gamma Fc receptor I	polypeptide	J06BB16
biotech	DB00110	Palivizumab	liquid	approved	FCGR2B	BE0002099	Low affinity immunoglobulin gamma Fc region receptor II-b	polypeptide	J06BB16
biotech	DB00112	Bevacizumab	liquid	approved	VEGFA	BE0000163	Vascular endothelial growth factor A	polypeptide	L01XC07
biotech	DB00112	Bevacizumab	liquid	approved	C1QA	BE0002094	Complement C1q subcomponent subunit A	polypeptide	L01XC07
biotech	DB00112	Bevacizumab	liquid	approved	C1QB	BE0002095	Complement C1q subcomponent subunit B	polypeptide	L01XC07
biotech	DB00112	Bevacizumab	liquid	approved	C1QC	BE0002096	Complement C1q subcomponent subunit C	polypeptide	L01XC07
biotech	DB00112	Bevacizumab	liquid	approved	FCGR3A	BE0002097	Low affinity immunoglobulin gamma Fc region receptor III-A	polypeptide	L01XC07
biotech	DB00112	Bevacizumab	liquid	approved	FCGR1A	BE0000710	High affinity immunoglobulin gamma Fc receptor I	polypeptide	L01XC07
biotech	DB00112	Bevacizumab	liquid	approved	FCGR2A	BE0002098	Low affinity immunoglobulin gamma Fc region receptor II-a	polypeptide	L01XC07
biotech	DB00112	Bevacizumab	liquid	approved	FCGR2B	BE0002099	Low affinity immunoglobulin gamma Fc region receptor II-b	polypeptide	L01XC07
biotech	DB00112	Bevacizumab	liquid	approved	FCGR2C	BE0002100	Low affinity immunoglobulin gamma Fc region receptor II-c	polypeptide	L01XC07
small molecule	DB00114	Pyridoxal phosphate	solid	approved	AGXT2	BE0000102	Alanine--glyoxylate aminotransferase 2, mitochondrial	polypeptide	A11HA06
small molecule	DB00114	Pyridoxal phosphate	solid	approved	GAD1	BE0000378	Glutamate decarboxylase 1	polypeptide	A11HA06
small molecule	DB00114	Pyridoxal phosphate	solid	approved	CBS	BE0000323	Cystathionine beta-synthase	polypeptide	A11HA06
small molecule	DB00114	Pyridoxal phosphate	solid	approved	KYNU	BE0000392	Kynureninase	polypeptide	A11HA06
small molecule	DB00114	Pyridoxal phosphate	solid	approved	SHMT1	BE0000331	Serine hydroxymethyltransferase, cytosolic	polypeptide	A11HA06
small molecule	DB00114	Pyridoxal phosphate	solid	approved	NFS1	BE0000151	Cysteine desulfurase, mitochondrial	polypeptide	A11HA06
small molecule	DB00114	Pyridoxal phosphate	solid	approved	GOT1	BE0000529	Aspartate aminotransferase, cytoplasmic	polypeptide	A11HA06
small molecule	DB00114	Pyridoxal phosphate	solid	approved	OAT	BE0000424	Ornithine aminotransferase, mitochondrial	polypeptide	A11HA06
small molecule	DB00114	Pyridoxal phosphate	solid	approved	ODC1	BE0000404	Ornithine decarboxylase	polypeptide	A11HA06
small molecule	DB00114	Pyridoxal phosphate	solid	approved	AADAT	BE0000727	Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial	polypeptide	A11HA06
small molecule	DB00114	Pyridoxal phosphate	solid	approved	ABAT	BE0000253	4-aminobutyrate aminotransferase, mitochondrial	polypeptide	A11HA06
small molecule	DB00114	Pyridoxal phosphate	solid	approved	PNPO	BE0000181	Pyridoxine-5'-phosphate oxidase	polypeptide	A11HA06
small molecule	DB00114	Pyridoxal phosphate	solid	approved	SGPL1	BE0000778	Sphingosine-1-phosphate lyase 1	polypeptide	A11HA06
small molecule	DB00114	Pyridoxal phosphate	solid	approved	TAT	BE0000692	Tyrosine aminotransferase	polypeptide	A11HA06
small molecule	DB00114	Pyridoxal phosphate	solid	approved	CCBL1	BE0000273	Kynurenine--oxoglutarate transaminase 1	polypeptide	A11HA06
small molecule	DB00114	Pyridoxal phosphate	solid	approved	SPTLC2	BE0000660	Serine palmitoyltransferase 2	polypeptide	A11HA06
small molecule	DB00114	Pyridoxal phosphate	solid	approved	CSAD	BE0000079	Cysteine sulfinic acid decarboxylase	polypeptide	A11HA06
small molecule	DB00114	Pyridoxal phosphate	solid	approved	HDC	BE0000002	Histidine decarboxylase	polypeptide	A11HA06
small molecule	DB00114	Pyridoxal phosphate	solid	approved	AZIN2	BE0000448	Antizyme inhibitor 2	polypeptide	A11HA06
small molecule	DB00114	Pyridoxal phosphate	solid	approved	SDS	BE0000164	L-serine dehydratase/L-threonine deaminase	polypeptide	A11HA06
small molecule	DB00114	Pyridoxal phosphate	solid	approved	GCAT	BE0000518	2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial	polypeptide	A11HA06
small molecule	DB00114	Pyridoxal phosphate	solid	approved	GLDC	BE0000618	Glycine dehydrogenase (decarboxylating), mitochondrial	polypeptide	A11HA06
small molecule	DB00114	Pyridoxal phosphate	solid	approved	GPT	BE0000667	Alanine aminotransferase 1	polypeptide	A11HA06
small molecule	DB00114	Pyridoxal phosphate	solid	approved	PSAT1	BE0000603	Phosphoserine aminotransferase	polypeptide	A11HA06
small molecule	DB00114	Pyridoxal phosphate	solid	approved	ALAS1	BE0000409	5-aminolevulinate synthase, nonspecific, mitochondrial	polypeptide	A11HA06
small molecule	DB00114	Pyridoxal phosphate	solid	approved	AGXT	BE0000316	Serine--pyruvate aminotransferase	polypeptide	A11HA06
small molecule	DB00114	Pyridoxal phosphate	solid	approved	PDXP	BE0000278	Pyridoxal phosphate phosphatase	polypeptide	A11HA06
small molecule	DB00114	Pyridoxal phosphate	solid	approved	SPTLC1	BE0000441	Serine palmitoyltransferase 1	polypeptide	A11HA06
small molecule	DB00114	Pyridoxal phosphate	solid	approved	CTH	BE0000791	Cystathionine gamma-lyase	polypeptide	A11HA06
small molecule	DB00114	Pyridoxal phosphate	solid	approved	BCAT1	BE0000517	Branched-chain-amino-acid aminotransferase, cytosolic	polypeptide	A11HA06
small molecule	DB00114	Pyridoxal phosphate	solid	approved	BCAT2	BE0000721	Branched-chain-amino-acid aminotransferase, mitochondrial	polypeptide	A11HA06
small molecule	DB00114	Pyridoxal phosphate	solid	approved	PROSC	BE0002149	Proline synthase co-transcribed bacterial homolog protein	polypeptide	A11HA06
small molecule	DB00114	Pyridoxal phosphate	solid	approved	GOT2	BE0000383	Aspartate aminotransferase, mitochondrial	polypeptide	A11HA06
small molecule	DB00114	Pyridoxal phosphate	solid	approved	PYGB	BE0002150	Glycogen phosphorylase, brain form	polypeptide	A11HA06
small molecule	DB00114	Pyridoxal phosphate	solid	approved	PYGM	BE0000916	Glycogen phosphorylase, muscle form	polypeptide	A11HA06
small molecule	DB00114	Pyridoxal phosphate	solid	approved	DDC	BE0002151	Aromatic-L-amino-acid decarboxylase	polypeptide	A11HA06
small molecule	DB00114	Pyridoxal phosphate	solid	approved	GIG18	BE0002152	Aspartate aminotransferase	polypeptide	A11HA06
small molecule	DB00114	Pyridoxal phosphate	solid	approved	ALAS1	BE0002158	5-aminolevulinate synthase	polypeptide	A11HA06
small molecule	DB00114	Pyridoxal phosphate	solid	approved	GAD2	BE0002159	Glutamate decarboxylase 2 (Pancreatic islets and brain, 65kDa)	polypeptide	A11HA06
small molecule	DB00114	Pyridoxal phosphate	solid	approved	DDC	BE0002160	DDC protein	polypeptide	A11HA06
small molecule	DB00114	Pyridoxal phosphate	solid	approved	CCBL2	BE0002162	Kynurenine--oxoglutarate transaminase 3	polypeptide	A11HA06
small molecule	DB00114	Pyridoxal phosphate	solid	approved	GADL1	BE0002163	Acidic amino acid decarboxylase GADL1	polypeptide	A11HA06
small molecule	DB00114	Pyridoxal phosphate	solid	approved	SCLY	BE0004605	Selenocysteine lyase	polypeptide	A11HA06
small molecule	DB00114	Pyridoxal phosphate	solid	approved	IGSF10	BE0004612	Immunoglobulin superfamily member 10	polypeptide	A11HA06
small molecule	DB00114	Pyridoxal phosphate	solid	approved	PHYKPL	BE0002164	5-phosphohydroxy-L-lysine phospho-lyase	polypeptide	A11HA06
small molecule	DB00114	Pyridoxal phosphate	solid	approved	GAD1	BE0002165	Glutamate decarboxylase 1 (Brain, 67kDa)	polypeptide	A11HA06
small molecule	DB00114	Pyridoxal phosphate	solid	approved	SHMT2	BE0000292	Serine hydroxymethyltransferase, mitochondrial	polypeptide	A11HA06
small molecule	DB00114	Pyridoxal phosphate	solid	approved	ALAS2	BE0000898	5-aminolevulinate synthase, erythroid-specific, mitochondrial	polypeptide	A11HA06
small molecule	DB00114	Pyridoxal phosphate	solid	approved	GPT2	BE0002166	Alanine aminotransferase 2	polypeptide	A11HA06
small molecule	DB00114	Pyridoxal phosphate	solid	approved	MOCOS	BE0002167	Molybdenum cofactor sulfurase	polypeptide	A11HA06
small molecule	DB00114	Pyridoxal phosphate	solid	approved	SDSL	BE0002168	Serine dehydratase-like	polypeptide	A11HA06
small molecule	DB00114	Pyridoxal phosphate	solid	approved	SRR	BE0000388	Serine racemase	polypeptide	A11HA06
small molecule	DB00114	Pyridoxal phosphate	solid	approved	SEPSECS	BE0002171	O-phosphoseryl-tRNA(Sec) selenium transferase	polypeptide	A11HA06
small molecule	DB00114	Pyridoxal phosphate	solid	approved	SPTLC3	BE0002172	Serine palmitoyltransferase 3	polypeptide	A11HA06
small molecule	DB00114	Pyridoxal phosphate	solid	approved	GAD65	BE0002173	Glutamic acid decarboxylase	polypeptide	A11HA06
small molecule	DB00114	Pyridoxal phosphate	solid	approved	TLH6	BE0002174	Alanine-glyoxylate aminotransferase homolog	polypeptide	A11HA06
small molecule	DB00115	Cyanocobalamin	solid	approved	MTR	BE0000734	Methionine synthase	polypeptide	B03BA01;B03AE01;B03BA51
small molecule	DB00115	Cyanocobalamin	solid	approved	MUT	BE0000777	Methylmalonyl-CoA mutase, mitochondrial	polypeptide	B03BA01;B03AE01;B03BA51
small molecule	DB00115	Cyanocobalamin	solid	approved	MTRR	BE0000763	Methionine synthase reductase	polypeptide	B03BA01;B03AE01;B03BA51
small molecule	DB00115	Cyanocobalamin	solid	approved	MMAA	BE0000320	Methylmalonic aciduria type A protein, mitochondrial	polypeptide	B03BA01;B03AE01;B03BA51
small molecule	DB00115	Cyanocobalamin	solid	approved	MMACHC	BE0002175	Methylmalonic aciduria and homocystinuria type C protein	polypeptide	B03BA01;B03AE01;B03BA51
small molecule	DB00115	Cyanocobalamin	solid	approved	MTHFR	BE0002176	Methylenetetrahydrofolate reductase	polypeptide	B03BA01;B03AE01;B03BA51
small molecule	DB00118	Ademetionine	solid	approved	GNMT	BE0000372	Glycine N-methyltransferase	polypeptide	A16AA02
small molecule	DB00118	Ademetionine	solid	approved	AMD1	BE0000101	S-adenosylmethionine decarboxylase proenzyme	polypeptide	A16AA02
small molecule	DB00118	Ademetionine	solid	approved	MAT2A	BE0000304	S-adenosylmethionine synthase isoform type-2	polypeptide	A16AA02
small molecule	DB00118	Ademetionine	solid	approved	CBS	BE0000323	Cystathionine beta-synthase	polypeptide	A16AA02
small molecule	DB00118	Ademetionine	solid	approved	MAT1A	BE0000407	S-adenosylmethionine synthase isoform type-1	polypeptide	A16AA02
small molecule	DB00118	Ademetionine	solid	approved	COMT	BE0002089	Catechol O-methyltransferase	polypeptide	A16AA02
small molecule	DB00118	Ademetionine	solid	approved	CMTR1	BE0008997	Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1	polypeptide	A16AA02
small molecule	DB00118	Ademetionine	solid	approved	AS3MT	BE0005015	Arsenite methyltransferase	polypeptide	A16AA02
small molecule	DB00119	Pyruvic acid	liquid	approved	SLC16A3	BE0000449	Monocarboxylate transporter 4	polypeptide	NA
small molecule	DB00119	Pyruvic acid	liquid	approved	SLC16A2	BE0000178	Monocarboxylate transporter 8	polypeptide	NA
small molecule	DB00119	Pyruvic acid	liquid	approved	AGXT2	BE0000102	Alanine--glyoxylate aminotransferase 2, mitochondrial	polypeptide	NA
small molecule	DB00119	Pyruvic acid	liquid	approved	SLC16A5	BE0000386	Monocarboxylate transporter 6	polypeptide	NA
small molecule	DB00119	Pyruvic acid	liquid	approved	PKLR	BE0000046	Pyruvate kinase PKLR	polypeptide	NA
small molecule	DB00119	Pyruvic acid	liquid	approved	SLC16A6	BE0000174	Monocarboxylate transporter 7	polypeptide	NA
small molecule	DB00119	Pyruvic acid	liquid	approved	SLC16A7	BE0000440	Monocarboxylate transporter 2	polypeptide	NA
small molecule	DB00119	Pyruvic acid	liquid	approved	PDHB	BE0000098	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial	polypeptide	NA
small molecule	DB00119	Pyruvic acid	liquid	approved	PKM	BE0000088	Pyruvate kinase PKM	polypeptide	NA
small molecule	DB00119	Pyruvic acid	liquid	approved	ABAT	BE0000253	4-aminobutyrate aminotransferase, mitochondrial	polypeptide	NA
small molecule	DB00119	Pyruvic acid	liquid	approved	SLC16A4	BE0000195	Monocarboxylate transporter 5	polypeptide	NA
small molecule	DB00119	Pyruvic acid	liquid	approved	SLC16A8	BE0000361	Monocarboxylate transporter 3	polypeptide	NA
small molecule	DB00119	Pyruvic acid	liquid	approved	SLC16A1	BE0000669	Monocarboxylate transporter 1	polypeptide	NA
small molecule	DB00119	Pyruvic acid	liquid	approved	PC	BE0000698	Pyruvate carboxylase, mitochondrial	polypeptide	NA
small molecule	DB00120	Phenylalanine	solid	approved	TAT	BE0000692	Tyrosine aminotransferase	polypeptide	NA
small molecule	DB00120	Phenylalanine	solid	approved	SLC7A8	BE0000789	Large neutral amino acids transporter small subunit 2	polypeptide	NA
small molecule	DB00120	Phenylalanine	solid	approved	FARSA	BE0000038	Phenylalanine--tRNA ligase alpha subunit	polypeptide	NA
small molecule	DB00120	Phenylalanine	solid	approved	PAH	BE0000753	Phenylalanine-4-hydroxylase	polypeptide	NA
small molecule	DB00120	Phenylalanine	solid	approved	FARS2	BE0000028	Phenylalanine--tRNA ligase, mitochondrial	polypeptide	NA
small molecule	DB00120	Phenylalanine	solid	approved	FARSB	BE0000561	Phenylalanine--tRNA ligase beta subunit	polypeptide	NA
small molecule	DB00120	Phenylalanine	solid	approved	TH	BE0000614	Tyrosine 3-monooxygenase	polypeptide	NA
small molecule	DB00121	Biotin	solid	approved	PCCB	BE0000544	Propionyl-CoA carboxylase beta chain, mitochondrial	polypeptide	A11HA05
small molecule	DB00121	Biotin	solid	approved	HLCS	BE0000159	Biotin--protein ligase	polypeptide	A11HA05
small molecule	DB00121	Biotin	solid	approved	MCCC2	BE0000072	Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial	polypeptide	A11HA05
small molecule	DB00121	Biotin	solid	approved	ACACB	BE0000702	Acetyl-CoA carboxylase 2	polypeptide	A11HA05
small molecule	DB00121	Biotin	solid	approved	MCCC1	BE0000445	Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial	polypeptide	A11HA05
small molecule	DB00121	Biotin	solid	approved	PC	BE0000698	Pyruvate carboxylase, mitochondrial	polypeptide	A11HA05
small molecule	DB00121	Biotin	solid	approved	PCCA	BE0000492	Propionyl-CoA carboxylase alpha chain, mitochondrial	polypeptide	A11HA05
small molecule	DB00121	Biotin	solid	approved	ACACA	BE0000626	Acetyl-CoA carboxylase 1	polypeptide	A11HA05
small molecule	DB00122	Choline	liquid	approved	PCYT1B	BE0000494	Choline-phosphate cytidylyltransferase B	polypeptide	NA
