disease	gene
arthritis, rheumatoid	PHF19
arthritis, rheumatoid	HLA-DQA2
arthritis, rheumatoid	LONRF2
arthritis, rheumatoid	BLK
arthritis, rheumatoid	NOTCH4
arthritis, rheumatoid	TRAF1
arthritis, rheumatoid	FAM167A
asthma	ORMDL3
asthma	TBX21
asthma	ADAM33
asthma	MUC7
asthma	DPP10
asthma	PLA2G7
asthma	LRRC32
asthma	USP38
asthma	SMAD3
asthma	IL33
asthma	GSDMB
asthma	AARD
asthma	HLA-DRA
asthma	IL1RL1
asthma	IL6R
asthma	GPR37L1
asthma	TSBP1
asthma	BRD2
asthma	CHI3L1
asthma	CHIT1
asthma	CDK2
asthma	IL18R1
asthma	SUOX
asthma	TSLP
asthma	PDE4D
asthma	RANBP6
asthma	SLC30A8
asthma	SLC25A46
asthma	GSDMA
asthma	IKZF4
asthma	CRB1
asthma	IL2RB
asthma	EMSY
asthma	HLA-DQB1
asthma	HLA-DQA2
asthma	ELF3
asthma	HLA-DPB1
asthma	HLA-DPA1
asthma	HLA-DOA
asthma	PYHIN1
asthma	PBX2
asthma	NOTCH4
asthma	BTNL2
ataxia	PDYN
ataxia	TWNK
ataxia	DAGLA
ataxia	PDE8B
ataxia	COQ8A
ataxia	SYNE1
ataxia	PPP2R2B
ataxia	KCNA1
ataxia	TBP
ataxia	ATCAY
ataxia	PRKCG
ataxia	ATXN3
ataxia	TTBK2
ataxia	ATM
ataxia	AFG3L2
ataxia	BEAN1
ataxia	FGF14
ataxia	KCNC3
ataxia	SYT14
ataxia	CACNB4
ataxia	NOP56
ataxia	ITPR1
ataxia	CACNA1A
ataxia	SPTBN2
ataxia	ZNF592
ataxia	ANO10
ataxia	POLG
ataxia	TGM6
ataxia	PAX6
ataxia	SLC1A3
ataxia	SETX
ataxia	ATXN1
ataxia	ATXN2
ataxia	TDP1
ataxia	ATXN7
ataxia	ATXN10
autoimmune diseases	SLC22A4
autoimmune diseases	SPTLC1
autoimmune diseases	CHRNE
autoimmune diseases	DSG4
autoimmune diseases	DNMT1
autoimmune diseases	NR0B1
autoimmune diseases	PAX4
autoimmune diseases	HSPA5
autoimmune diseases	CD24
autoimmune diseases	HNF1A
autoimmune diseases	PDCD1
autoimmune diseases	RASGRP1
autoimmune diseases	MIF
autoimmune diseases	NGF
autoimmune diseases	FCRL3
autoimmune diseases	DNASE1
autoimmune diseases	FASLG
autoimmune diseases	FOXP3
autoimmune diseases	PTPN22
autoimmune diseases	PMP22
autoimmune diseases	GLRB
autoimmune diseases	IL2RA
autoimmune diseases	GLRA1
autoimmune diseases	ITCH
autoimmune diseases	SLC29A3
autoimmune diseases	AIRE
autoimmune diseases	KIF1A
autoimmune diseases	WNK1
autoimmune diseases	PTPRC
autoimmune diseases	ATL1
autoimmune diseases	CCR5
autoimmune diseases	FCGR2B
autoimmune diseases	TNFSF4
autoimmune diseases	ZFP57
autoimmune diseases	C4A
autoimmune diseases	IRF5
autoimmune diseases	ELP1
autoimmune diseases	CHRNA1
autoimmune diseases	TLR5
autoimmune diseases	FAS
autoimmune diseases	SH2B3
autoimmune diseases	TREX1
autoimmune diseases	PADI4
autoimmune diseases	IFIH1
autoimmune diseases	ITK
autoimmune diseases	NFKBIL1
autoimmune diseases	HNF4A
autoimmune diseases	COL4A3
autoimmune diseases	CASP10
autoimmune diseases	POLG
autoimmune diseases	CASP8
autoimmune diseases	TSHR
autoimmune diseases	MICB
autoimmune diseases	STAT4
autoimmune diseases	C4B_2
autoimmune diseases	IL6
autoimmune diseases	PRKAR1A
autoimmune diseases	ITGAM
autoimmune diseases	IL7R
autoimmune diseases	SPTLC2
autoimmune diseases	CTLA4
autoimmune diseases	INS
autoimmune diseases	C4B
autoimmune diseases	BANK1
autoimmune diseases	NR5A1
autoimmune diseases	SIAE
autoimmune diseases	CR2
autoimmune diseases	NTRK1
autoimmune diseases	TNFAIP3
autoimmune diseases	CLDN10
autoimmune diseases	RBM17
autoimmune diseases	BACH2
autoimmune diseases	BAG6
autoimmune diseases	NUPR1
autoimmune diseases	PTK2
autoimmune diseases	VWA7
autoimmune diseases	SLC44A4
autoimmune diseases	ITPR3
autoimmune diseases	MCCD1
autoimmune diseases	BTN3A2
autoimmune diseases	METTL1
autoimmune diseases	BTN1A1
autoimmune diseases	SPATA48
autoimmune diseases	ABCF1
autoimmune diseases	HLA-DRA
autoimmune diseases	MALT1
autoimmune diseases	HLA-DQB2
autoimmune diseases	CYP24A1
autoimmune diseases	HLA-DRB5
autoimmune diseases	TH
autoimmune diseases	CEP43
autoimmune diseases	TSBP1
autoimmune diseases	CD226
autoimmune diseases	PRR14
autoimmune diseases	TNFSF12-TNFSF13
autoimmune diseases	INS-IGF2
autoimmune diseases	C6orf15
autoimmune diseases	ZNF689
autoimmune diseases	ZFP36L2
autoimmune diseases	IGF2
autoimmune diseases	KCNK10
autoimmune diseases	RNASET2
autoimmune diseases	ZFP36L1
autoimmune diseases	DXO
autoimmune diseases	PPT2
autoimmune diseases	HLA-G
autoimmune diseases	CLEC16A
autoimmune diseases	SPRED2
autoimmune diseases	CTLA4
autoimmune diseases	PADI4
autoimmune diseases	ATG5
autoimmune diseases	OLIG3
autoimmune diseases	SMIM20
autoimmune diseases	IL27
autoimmune diseases	IKZF4
autoimmune diseases	IER3
autoimmune diseases	FBXO48
autoimmune diseases	MAPK1
autoimmune diseases	CLEC2D
autoimmune diseases	SLC15A2
autoimmune diseases	MLANA
autoimmune diseases	LONRF2
autoimmune diseases	AGPAT1
autoimmune diseases	RASGRP3
autoimmune diseases	PSMB8
autoimmune diseases	HLA-DRB1
autoimmune diseases	PGBD1
autoimmune diseases	BANK1
autoimmune diseases	CHRNA9
autoimmune diseases	CD6
autoimmune diseases	BTNL2
autoimmune diseases	ERBB3
autoimmune diseases	FAM205A
autoimmune diseases	APOM
autoimmune diseases	IKZF1
autoimmune diseases	RNLS
autoimmune diseases	AIF1
autoimmune diseases	ZSCAN31
autoimmune diseases	GLIS3
autoimmune diseases	SUOX
autoimmune diseases	BATF
autoimmune diseases	ZBTB12
autoimmune diseases	RHOH
autoimmune diseases	DHX16
autoimmune diseases	IRF5
autoimmune diseases	ANKRD55
autoimmune diseases	SKAP2
autoimmune diseases	PXK
autoimmune diseases	HHEX
autoimmune diseases	SIRPG
autoimmune diseases	ATXN2
autoimmune diseases	CD247
autoimmune diseases	MACIR
autoimmune diseases	DDX6
autoimmune diseases	REL
autoimmune diseases	CCR6
autoimmune diseases	CCR7
autoimmune diseases	HAAO
autoimmune diseases	IL10
autoimmune diseases	MPDU1
autoimmune diseases	PSMG2
autoimmune diseases	PSORS1C1
autoimmune diseases	BTN2A1
autoimmune diseases	CD5
autoimmune diseases	C6orf47
autoimmune diseases	HORMAD2
autoimmune diseases	KIF1B
autoimmune diseases	NCR3
autoimmune diseases	NEU1
autoimmune diseases	TNFSF4
autoimmune diseases	TNXB
autoimmune diseases	IRF8
autoimmune diseases	PHF19
autoimmune diseases	MLN
autoimmune diseases	STAT4
autoimmune diseases	ZNF322
autoimmune diseases	HIP1
autoimmune diseases	BLK
autoimmune diseases	SP140
autoimmune diseases	GAB3
autoimmune diseases	ASCL2
autoimmune diseases	IL12B
autoimmune diseases	TYK2
autoimmune diseases	GSDMC
autoimmune diseases	CFB
autoimmune diseases	ELMO1
autoimmune diseases	TNFSF13
autoimmune diseases	FOXF1
autoimmune diseases	EOMES
autoimmune diseases	PTPN2
autoimmune diseases	DDX39B
autoimmune diseases	GPANK1
autoimmune diseases	FAM167A
autoimmune diseases	SMARCE1
autoimmune diseases	MUC21
autoimmune diseases	H2BC15
autoimmune diseases	H1-5
autoimmune diseases	CTRB2
autoimmune diseases	COBL
autoimmune diseases	VCAM1
autoimmune diseases	EFR3B
autoimmune diseases	TNPO3
autoimmune diseases	LRRC18
autoimmune diseases	CD58
autoimmune diseases	NELFE
autoimmune diseases	RBPJ
autoimmune diseases	CENPW
autoimmune diseases	FAM107A
autoimmune diseases	AFF3
autoimmune diseases	PRRC2A
autoimmune diseases	FCRL3
autoimmune diseases	PTPN22
autoimmune diseases	DKKL1
autoimmune diseases	SOX15
autoimmune diseases	ETS1
autoimmune diseases	CCL21
autoimmune diseases	EHMT2
autoimmune diseases	KCP
autoimmune diseases	PHRF1
autoimmune diseases	MICB
autoimmune diseases	CTRB1
autoimmune diseases	PRDM1
autoimmune diseases	IFIH1
autoimmune diseases	ZPLD1
autoimmune diseases	CYP27B1
autoimmune diseases	SH2B3
autoimmune diseases	VARS2
autoimmune diseases	ITIH5
autoimmune diseases	CFH
autoimmune diseases	NFKBIZ
autoimmune diseases	SLC15A4
autoimmune diseases	DDR1
autoimmune diseases	GPR65
autoimmune diseases	RNF5
autoimmune diseases	TNFRSF1A
autoimmune diseases	C1QTNF6
autoimmune diseases	CBLB
autoimmune diseases	AHI1
autoimmune diseases	MSH5
autoimmune diseases	PLEK
autoimmune diseases	ELF1
autoimmune diseases	SSTR3
autoimmune diseases	HLA-DQA2
autoimmune diseases	ITGAX
autoimmune diseases	CD69
autoimmune diseases	ITGAM
autoimmune diseases	STAT3
autoimmune diseases	YPEL5
autoimmune diseases	PLA2R1
autoimmune diseases	PRKD2
autoimmune diseases	CTSH
autoimmune diseases	TNIP1
autoimmune diseases	HCG22
autoimmune diseases	UBASH3A
autoimmune diseases	RSBN1
autoimmune diseases	GPSM3
autoimmune diseases	MTMR3
autoimmune diseases	INS
autoimmune diseases	TAP2
autoimmune diseases	TAP1
autoimmune diseases	TREH
autoimmune diseases	PFKL
autoimmune diseases	LBH
autoimmune diseases	GRM4
autoimmune diseases	TCF19
autoimmune diseases	GSDMB
autoimmune diseases	HSPA1B
autoimmune diseases	LMO7
autoimmune diseases	CD40
autoimmune diseases	SFMBT2
autoimmune diseases	HSPA1L
autoimmune diseases	HLA-DMB
autoimmune diseases	HLA-B
autoimmune diseases	HLA-C
autoimmune diseases	IL20RA
autoimmune diseases	TNFSF14
autoimmune diseases	C2
autoimmune diseases	DENND3
autoimmune diseases	MUCL3
autoimmune diseases	AIRE
autoimmune diseases	LIF
autoimmune diseases	RIMBP3C
autoimmune diseases	YDJC
autoimmune diseases	ADRA1B
autoimmune diseases	PTPRK
autoimmune diseases	IL22RA2
autoimmune diseases	ODF3B
autoimmune diseases	CSNK2B
autoimmune diseases	TAGAP
autoimmune diseases	IL2RA
autoimmune diseases	EXTL2
autoimmune diseases	OR12D3
autoimmune diseases	MERTK
autoimmune diseases	CMC1
autoimmune diseases	MPV17L2
autoimmune diseases	CDSN
autoimmune diseases	UBE2L3
autoimmune diseases	HLA-DQB1
autoimmune diseases	POU5F1
autoimmune diseases	KIAA1109
autoimmune diseases	TSHR
autoimmune diseases	CD86
autoimmune diseases	HLA-DOB
autoimmune diseases	SLC30A7
autoimmune diseases	STK19
autoimmune diseases	ZSCAN26
autoimmune diseases	EXOC6
autoimmune diseases	NAA25
autoimmune diseases	WDFY4
autoimmune diseases	ABT1
autoimmune diseases	NOTCH4
autoimmune diseases	RPS26
autoimmune diseases	TRAF1
autoimmune diseases of the nervous system	NGF
autoimmune diseases of the nervous system	POLG
autoimmune diseases of the nervous system	CHRNE
autoimmune diseases of the nervous system	IL7R
autoimmune diseases of the nervous system	NTRK1
autoimmune diseases of the nervous system	PMP22
autoimmune diseases of the nervous system	GLRB
autoimmune diseases of the nervous system	ELP1
autoimmune diseases of the nervous system	CHRNA1
autoimmune diseases of the nervous system	GLRA1
autoimmune diseases of the nervous system	SPTLC2
autoimmune diseases of the nervous system	KIF1A
autoimmune diseases of the nervous system	CD24
autoimmune diseases of the nervous system	DNMT1
autoimmune diseases of the nervous system	PTPRC
autoimmune diseases of the nervous system	WNK1
autoimmune diseases of the nervous system	SPTLC1
autoimmune diseases of the nervous system	ATL1
autoimmune diseases of the nervous system	PTK2
autoimmune diseases of the nervous system	MCCD1
autoimmune diseases of the nervous system	HLA-DRA
autoimmune diseases of the nervous system	MALT1
autoimmune diseases of the nervous system	HLA-DQB2
autoimmune diseases of the nervous system	HLA-DRB5
autoimmune diseases of the nervous system	IL2RA
autoimmune diseases of the nervous system	TSBP1
autoimmune diseases of the nervous system	ZFP36L2
autoimmune diseases of the nervous system	CBLB
autoimmune diseases of the nervous system	C2
autoimmune diseases of the nervous system	KCNK10
autoimmune diseases of the nervous system	ZFP36L1
autoimmune diseases of the nervous system	POU5F1
autoimmune diseases of the nervous system	METTL1
autoimmune diseases of the nervous system	ZPLD1
autoimmune diseases of the nervous system	FBXO48
autoimmune diseases of the nervous system	MAPK1
autoimmune diseases of the nervous system	SLC15A2
autoimmune diseases of the nervous system	MLANA
autoimmune diseases of the nervous system	CD5
autoimmune diseases of the nervous system	CD6
autoimmune diseases of the nervous system	BTNL2
autoimmune diseases of the nervous system	AIF1
autoimmune diseases of the nervous system	BATF
autoimmune diseases of the nervous system	ZBTB12
autoimmune diseases of the nervous system	DHX16
autoimmune diseases of the nervous system	HAAO
autoimmune diseases of the nervous system	PSORS1C1
autoimmune diseases of the nervous system	KIF1B
autoimmune diseases of the nervous system	TNXB
autoimmune diseases of the nervous system	IRF8
autoimmune diseases of the nervous system	STAT3
autoimmune diseases of the nervous system	HLA-DRB1
autoimmune diseases of the nervous system	EXOC6
autoimmune diseases of the nervous system	IL12B
autoimmune diseases of the nervous system	GSDMC
autoimmune diseases of the nervous system	CFB
autoimmune diseases of the nervous system	FOXF1
autoimmune diseases of the nervous system	EOMES
autoimmune diseases of the nervous system	DDX39B
autoimmune diseases of the nervous system	BAG6
autoimmune diseases of the nervous system	PRRC2A
autoimmune diseases of the nervous system	VCAM1
autoimmune diseases of the nervous system	DKKL1
autoimmune diseases of the nervous system	HHEX
autoimmune diseases of the nervous system	EHMT2
autoimmune diseases of the nervous system	MICB
autoimmune diseases of the nervous system	CYP27B1
autoimmune diseases of the nervous system	CYP24A1
autoimmune diseases of the nervous system	SP140
autoimmune diseases of the nervous system	NFKBIZ
autoimmune diseases of the nervous system	GPR65
autoimmune diseases of the nervous system	CD58
autoimmune diseases of the nervous system	AHI1
autoimmune diseases of the nervous system	PLEK
autoimmune diseases of the nervous system	PTPRK
autoimmune diseases of the nervous system	NELFE
autoimmune diseases of the nervous system	TAP2
autoimmune diseases of the nervous system	EXTL2
autoimmune diseases of the nervous system	HLA-DMB
autoimmune diseases of the nervous system	HLA-B
autoimmune diseases of the nervous system	HLA-C
autoimmune diseases of the nervous system	BACH2
autoimmune diseases of the nervous system	TNFSF14
autoimmune diseases of the nervous system	DENND3
autoimmune diseases of the nervous system	ADRA1B
autoimmune diseases of the nervous system	IL22RA2
autoimmune diseases of the nervous system	ODF3B
autoimmune diseases of the nervous system	IL20RA
autoimmune diseases of the nervous system	TAGAP
autoimmune diseases of the nervous system	MERTK
autoimmune diseases of the nervous system	CMC1
autoimmune diseases of the nervous system	MPV17L2
autoimmune diseases of the nervous system	CDSN
autoimmune diseases of the nervous system	HLA-DQB1
autoimmune diseases of the nervous system	HLA-DQA2
autoimmune diseases of the nervous system	TNFRSF1A
autoimmune diseases of the nervous system	CD86
autoimmune diseases of the nervous system	HLA-DOB
autoimmune diseases of the nervous system	SLC30A7
autoimmune diseases of the nervous system	NOTCH4
bacterial infections	IL12B
bacterial infections	IKBKG
bacterial infections	IFNGR2
bacterial infections	PSENEN
bacterial infections	IFNGR1
bacterial infections	STAT1
bacterial infections	PSEN1
bacterial infections	CYBB
bacterial infections	NCSTN
bacterial infections	IL12RB1
bacterial infections	HLA-DRB5
bacterial infections	PKD1L1
bacterial infections	SNX20
bacterial infections	ADGB
bacterial infections	CYLD
bacterial infections	HLA-DRA
bacterial infections	HLA-DRB1
bacterial infections	TNFSF15
bacterial infections	CFHR3
bacterial infections	OSGIN2
bacterial infections	RBBP8
bacterial infections	MICB
bacterial infections	SALL1
bacterial infections	HLA-DQB1
bacterial infections	HLA-DQA2
bacterial infections	COA1
bacterial infections	C1orf141
bacterial infections	IL23R
bacterial infections	RIPK2
bacterial infections	NOD2
bacterial infections	LACC1
bacterial infections	CCDC122
bacterial infections	BTNL2
bacterial infections and mycoses	IL12B
bacterial infections and mycoses	IKBKG
bacterial infections and mycoses	CLEC7A
bacterial infections and mycoses	IFNGR2
bacterial infections and mycoses	PSENEN
bacterial infections and mycoses	IL17RA
bacterial infections and mycoses	IFNGR1
bacterial infections and mycoses	IL17F
bacterial infections and mycoses	STAT1
bacterial infections and mycoses	PSEN1
bacterial infections and mycoses	CYBB
bacterial infections and mycoses	NCSTN
bacterial infections and mycoses	IL12RB1
bacterial infections and mycoses	CARD9
bacterial infections and mycoses	HLA-DRB5
bacterial infections and mycoses	PKD1L1
bacterial infections and mycoses	SNX20
bacterial infections and mycoses	ADGB
bacterial infections and mycoses	CYLD
bacterial infections and mycoses	HLA-DRA
bacterial infections and mycoses	HLA-DRB1
bacterial infections and mycoses	TNFSF15
bacterial infections and mycoses	CFHR3
bacterial infections and mycoses	OSGIN2
bacterial infections and mycoses	RBBP8
bacterial infections and mycoses	MICB
bacterial infections and mycoses	SALL1
bacterial infections and mycoses	HLA-DQB1
bacterial infections and mycoses	HLA-DQA2
bacterial infections and mycoses	COA1
bacterial infections and mycoses	C1orf141
bacterial infections and mycoses	IL23R
bacterial infections and mycoses	RIPK2
bacterial infections and mycoses	NOD2
bacterial infections and mycoses	LACC1
bacterial infections and mycoses	CCDC122
bacterial infections and mycoses	BTNL2
basal ganglia diseases	VPS35
basal ganglia diseases	UCHL1
basal ganglia diseases	ATP13A2
basal ganglia diseases	HTT
basal ganglia diseases	NUP62
basal ganglia diseases	SNCA
basal ganglia diseases	PARK7
basal ganglia diseases	PRKN
basal ganglia diseases	EIF4G1
basal ganglia diseases	ATP7B
basal ganglia diseases	TH
basal ganglia diseases	GIGYF2
basal ganglia diseases	PANK2
basal ganglia diseases	PLA2G6
basal ganglia diseases	GBA
basal ganglia diseases	TOR1A
basal ganglia diseases	IMMP2L
basal ganglia diseases	SLC19A3
basal ganglia diseases	HTRA2
basal ganglia diseases	LRRK2
basal ganglia diseases	SNCAIP
basal ganglia diseases	FBXO7
basal ganglia diseases	SLITRK1
basal ganglia diseases	MAPT
basal ganglia diseases	PINK1
basal ganglia diseases	THAP1
basal ganglia diseases	FTL
basal ganglia diseases	SPPL2C
basal ganglia diseases	SLC2A13
basal ganglia diseases	GAK
basal ganglia diseases	CCDC62
basal ganglia diseases	RAB25
basal ganglia diseases	EIF2AK3
basal ganglia diseases	CTIF
basal ganglia diseases	WIPF3
basal ganglia diseases	ADAMTSL1
basal ganglia diseases	SNCA
basal ganglia diseases	FAM47E
basal ganglia diseases	HLA-DRA
basal ganglia diseases	NDUFS4
basal ganglia diseases	CD38
basal ganglia diseases	NSF
basal ganglia diseases	TMEM175
basal ganglia diseases	SLC41A1
basal ganglia diseases	CTNNA3
basal ganglia diseases	WNT3
basal ganglia diseases	IRF4
basal ganglia diseases	MOBP
basal ganglia diseases	CERS6
basal ganglia diseases	GPRIN3
basal ganglia diseases	STX6
basal ganglia diseases	LRRK2
basal ganglia diseases	LAMP3
basal ganglia diseases	TMEM163
basal ganglia diseases	ACMSD
basal ganglia diseases	MCCC1
basal ganglia diseases	MAPT
basal ganglia diseases	RAB29
basal ganglia diseases	RREB1
basal ganglia diseases	CDH8
basal ganglia diseases	CD8B
behcet syndrome	HCG22
behcet syndrome	MOG
behcet syndrome	IL12RB2
behcet syndrome	HLA-B
behcet syndrome	HLA-C
behcet syndrome	C6orf15
behcet syndrome	IL10
behcet syndrome	PSORS1C1
behcet syndrome	HLA-G
behcet syndrome	IER3
behcet syndrome	DDR1
behcet syndrome	IL23R
behcet syndrome	PSORS1C2
behcet syndrome	CCHCR1
bile duct diseases	ABCB4
bile duct diseases	SLC25A13
bile duct diseases	DHODH
bile duct diseases	LBR
bile duct diseases	JAG1
bile duct diseases	ATP8B1
bile duct diseases	ABCB11
bile duct diseases	NOTCH2
bile duct diseases	IL12A
bile duct diseases	IL12RB2
bile duct diseases	CAPSL
bile duct diseases	ELMO1
bile duct diseases	PDGFB
bile duct diseases	EXOC3L4
bile duct diseases	FOXF1
bile duct diseases	PLCL2
bile duct diseases	RPS6KA4
bile duct diseases	RPL3
bile duct diseases	TNFRSF1A
bile duct diseases	TIMMDC1
bile duct diseases	TNPO3
bile duct diseases	MANBA
bile duct diseases	SPIB
bile duct diseases	C1orf53
bile duct diseases	DDX6
bile duct diseases	UGT3A1
bile duct diseases	IRF5
bile duct diseases	RAD51B
bile duct diseases	CLEC16A
bile duct diseases	BCL2L11
bile duct diseases	IKZF3
bile duct diseases	NFKB1
bile duct diseases	ADD3
bile duct diseases	IRF8
bile duct diseases	HLA-DQB1
bile duct diseases	HLA-DQA2
bile duct diseases	NAB1
bile duct diseases	MST1
bile duct diseases	CXCR5
biliary tract diseases	ABCB4
biliary tract diseases	SLC25A13
biliary tract diseases	DHODH
biliary tract diseases	LBR
biliary tract diseases	JAG1
biliary tract diseases	ATP8B1
biliary tract diseases	ABCB11
biliary tract diseases	NOTCH2
biliary tract diseases	IL12A
biliary tract diseases	IL12RB2
biliary tract diseases	CAPSL
biliary tract diseases	ELMO1
biliary tract diseases	PDGFB
biliary tract diseases	EXOC3L4
