side_effect	protein	ADJ_pvalue
Hypoaesthesia	ABCB11	0.0928159706558859
Hypoalbuminaemia	ABCB11	0.192982105640876
Hypoglycaemia	ABCB11	0.124972418329173
Hyponatraemia	ABCB11	0.151307891442804
Hypophosphataemia	ABCB11	0.11469360970488
Hypotrichosis	ABCB11	0.0229672686747348
Ill-defined disorder	ABCB11	0.00224790824561847
Influenza	ABCB11	0.156310215204654
Insulin resistance	ABCB11	0.00327772940794462
Interstitial lung disease	ABCB11	0.187035496390467
Jaundice	ABCB11	0.126446069571653
Jaundice cholestatic	ABCB11	0.193657936595576
Leukopenia	ABCB11	0.0957678360473292
Lipoatrophy	ABCB11	0.0229672686747348
Lipodystrophy acquired	ABCB11	0.068133732820318
Lipohypertrophy	ABCB11	0.08683239435781
Liver function test abnormal	ABCB11	0.179803430406539
Macular oedema	ABCB11	0.105813055717605
Malaise	ABCB11	0.00446629313256459
Muscle spasms	ABCB11	0.0573583770267273
Musculoskeletal pain	ABCB11	0.0847687266819281
Myalgia	ABCB11	0.138101755568554
Myopathy	ABCB11	0.105013144977453
Myositis	ABCB11	0.0245198216358705
Nocturia	ABCB11	0.0599484242378723
Ocular toxicity	ABCB11	0.166047314993095
Oedema	ABCB11	0.0681991088084147
Onycholysis	ABCB11	0.068133732820318
Opportunistic infection	ABCB11	0.0115843670934071
Pancreatitis	ABCB11	0.0537307095712794
Paraesthesia	ABCB11	0.12273423260441
Pericarditis	ABCB11	0.166999805314262
Peripheral motor neuropathy	ABCB11	0.192982105640876
Pharyngitis	ABCB11	0.118032081378743
Photosensitivity reaction	ABCB11	0.128116357316846
Pigmentation disorder	ABCB11	0.120084964715366
Polyp	ABCB11	0.0565668752359891
Porphyria non-acute	ABCB11	0.105813055717605
Rash maculo-papular	ABCB11	0.163744905742397
Rash papular	ABCB11	0.186647013002544
Renal failure acute	ABCB11	0.00496335761435064
Renal impairment	ABCB11	0.11948458303999
Rhabdomyolysis	ABCB11	0.023886518586792
Stevens-Johnson syndrome	ABCB11	0.151880358834902
Syncope	ABCB11	0.196040165826632
Tendinous contracture	ABCB11	0.166047314993095
Thrombocytopenia	ABCB11	0.00664268004636369
Tumour lysis syndrome	ABCB11	0.1721457734471
Tumour necrosis	ABCB11	0.0229672686747348
Vasculitis	ABCB11	0.0765365145246154
Visual impairment	ABCB11	0.12727006121331
Abdominal pain	ABCC1	0.195457789286161
Acute coronary syndrome	ABCC1	0.124578874195654
Acute leukaemia	ABCC1	0.000994847559305306
Acute lymphocytic leukaemia	ABCC1	0.10102312593377
Acute myeloid leukaemia	ABCC1	0.0028418471488936
Affective disorder	ABCC1	0.10102312593377
Alanine aminotransferase increased	ABCC1	0.107364216857277
Alopecia	ABCC1	0.0289425335743402
Anaemia	ABCC1	0.00687809518749178
Aphthous stomatitis	ABCC1	0.144578972945608
Ascites	ABCC1	0.00201900329531855
Aspartate aminotransferase increased	ABCC1	0.0213390890372499
Balanitis	ABCC1	0.128324707804536
Blindness	ABCC1	0.196186668274926
Blindness cortical	ABCC1	0.10102312593377
Blood bilirubin increased	ABCC1	0.11973530465959
Blood creatinine increased	ABCC1	0.151721523898434
Blood glucose increased	ABCC1	0.144578972945608
Blood uric acid increased	ABCC1	0.0801494886596708
Bone pain	ABCC1	0.066618950987282
Cachexia	ABCC1	0.122286917159191
Caecitis	ABCC1	0.00423038168396057
Cardiac failure congestive	ABCC1	0.0942249418558179
Cardiogenic shock	ABCC1	0.0601726629027921
Cardiomyopathy	ABCC1	0.0975034835890644
Cardiotoxicity	ABCC1	0.000363601831905739
Cellulitis	ABCC1	0.129364414225679
Chills	ABCC1	0.151307891442804
Colitis	ABCC1	0.174975192521185
Colitis ischaemic	ABCC1	0.122286917159191
Congestive cardiomyopathy	ABCC1	0.0396558129032062
Cranial nerve paralysis	ABCC1	0.128324707804536
Cryptococcosis	ABCC1	0.10102312593377
Cyst	ABCC1	0.178495891437069
Decreased appetite	ABCC1	0.0287826890624235
Dehydration	ABCC1	0.0797266122494217
Dermatitis exfoliative	ABCC1	0.145403715415451
Diarrhoea	ABCC1	0.166292146038487
Diarrhoea haemorrhagic	ABCC1	0.0957843709395263
Drug eruption	ABCC1	0.185379017367824
Drug interaction	ABCC1	0.16123098589684
Dysaesthesia	ABCC1	0.0529474554570234
Dyspnoea exertional	ABCC1	0.194515835170777
Effusion	ABCC1	0.0154028596290735
Ejection fraction decreased	ABCC1	0.0716829869603439
Embolism	ABCC1	0.0303580028398562
Embolism venous	ABCC1	0.185379017367824
Extravasation	ABCC1	1.423015691612e-05
Fat redistribution	ABCC1	0.0304684236837671
Febrile neutropenia	ABCC1	0.000107363914887812
Folliculitis	ABCC1	0.0114168206103811
Fungal infection	ABCC1	0.135027877957382
Gastrointestinal pain	ABCC1	0.147477144958782
Gastrointestinal toxicity	ABCC1	0.0143057946255692
Haemoglobin decreased	ABCC1	0.186210777638565
Hand and foot syndrome secondary to sickle cell anaemia	ABCC1	0.000393969339824939
Heart disease congenital	ABCC1	0.156310215204654
Heart sounds abnormal	ABCC1	0.128324707804536
Hepatic cancer metastatic	ABCC1	0.0304684236837671
Hepatic failure	ABCC1	0.156918990679158
Hepatomegaly	ABCC1	0.0158638231616326
Hepatosplenomegaly	ABCC1	0.0493954137590275
Hydronephrosis	ABCC1	0.0493954137590275
Hyperbilirubinaemia	ABCC1	0.00383829430637108
Hyperglycaemia	ABCC1	0.140367008442274
Hyperlactacidaemia	ABCC1	0.00280738060522133
Hypermagnesaemia	ABCC1	0.0304684236837671
Hypernatraemia	ABCC1	0.125886891501596
Hyperphosphataemia	ABCC1	0.0417209888358953
Hyperuricaemia	ABCC1	0.0545419012579565
Hypoalbuminaemia	ABCC1	0.0957843709395263
Hypocalcaemia	ABCC1	0.0242960311253295
Hypochloraemia	ABCC1	0.156310215204654
Hypokalaemia	ABCC1	0.120653471266972
Hypomagnesaemia	ABCC1	0.117553259251142
Hyponatraemia	ABCC1	0.0106229067090866
Hypophosphataemia	ABCC1	0.0912218277198248
Hypoproteinaemia	ABCC1	0.194515835170777
Hyporeflexia	ABCC1	0.104120240035892
Hypotrichosis	ABCC1	0.10102312593377
Ileus	ABCC1	0.00434233427915639
Immunodeficiency	ABCC1	0.0224236525171921
Inflammation	ABCC1	0.0763067306406085
Injection site infection	ABCC1	0.00280738060522133
Insulin resistance	ABCC1	0.0154028596290735
Intestinal obstruction	ABCC1	0.0679662935866821
Intestinal perforation	ABCC1	0.165427101477263
Ischaemia	ABCC1	0.194515835170777
Jaundice	ABCC1	0.0596850541142897
Lactic acidosis	ABCC1	0.0493954137590275
Leukaemia	ABCC1	0.00882394748952502
Leukopenia	ABCC1	0.0610687519925668
Leukoplakia oral	ABCC1	0.10102312593377
Lipoatrophy	ABCC1	0.10102312593377
Lipodystrophy acquired	ABCC1	0.183890320572681
Lung cancer metastatic	ABCC1	0.10102312593377
Lymphangitis	ABCC1	0.156310215204654
Lymphoedema	ABCC1	0.0476373000109899
Lymphopenia	ABCC1	0.032328207242223
Metastases to liver	ABCC1	0.0304684236837671
Metastatic neoplasm	ABCC1	0.150507523593006
Mouth ulceration	ABCC1	0.0942249418558179
Mucosal inflammation	ABCC1	0.000713358898000373
Multi-organ failure	ABCC1	0.0033500744633996
Musculoskeletal chest pain	ABCC1	0.194515835170777
Musculoskeletal pain	ABCC1	0.195443788278723
Myelodysplastic syndrome	ABCC1	0.00115486506680088
Myeloid leukaemia	ABCC1	0.183890320572681
Myocardial infarction	ABCC1	0.138387083694227
Myocarditis	ABCC1	0.135657578324558
Myositis	ABCC1	0.0631586074045347
Nail discolouration	ABCC1	0.156310215204654
Nail disorder	ABCC1	0.0773859222343221
Necrosis	ABCC1	0.00190325845749308
Necrotising colitis	ABCC1	6.84031695544072e-05
Necrotising enterocolitis neonatal	ABCC1	0.0094782726583249
Neoplasm	ABCC1	0.0695912950273599
Neuralgia	ABCC1	0.0429137619367416
Neuritis	ABCC1	0.0223336868463799
Neuropathy peripheral	ABCC1	0.113884218943041
Neurotoxicity	ABCC1	0.0033500744633996
Neutropenia	ABCC1	0.00149921170866697
Neutropenic colitis	ABCC1	0.00169572484546361
Neutropenic infection	ABCC1	0.156310215204654
Neutropenic sepsis	ABCC1	1.61702186617283e-05
Ocular toxicity	ABCC1	0.10102312593377
Oedema	ABCC1	0.172588756490615
Oedema genital	ABCC1	0.183890320572681
Oesophageal ulcer	ABCC1	0.0608915216428199
Oesophagitis	ABCC1	0.0206733874957187
Onycholysis	ABCC1	0.000147634835411186
Opportunistic infection	ABCC1	0.00184206404127003
Optic neuritis	ABCC1	0.196186668274926
Oral pain	ABCC1	0.109013649453426
Ovarian cancer	ABCC1	0.0493954137590275
Palmar-plantar erythrodysaesthesia syndrome	ABCC1	4.44564456296252e-06
Pancytopenia	ABCC1	0.018302146782081
Peripheral motor neuropathy	ABCC1	0.00214643411289448
Peripheral sensory neuropathy	ABCC1	0.194515835170777
Phlebitis	ABCC1	0.0233112606258577
Pigmentation disorder	ABCC1	0.125886891501596
Pneumocystis jirovecii pneumonia	ABCC1	0.183890320572681
Pneumonia	ABCC1	0.0388806095039614
Polyneuropathy	ABCC1	0.030905989002115
Polyp	ABCC1	0.110314498774102
Proctitis	ABCC1	0.0957843709395263
Radiation injury	ABCC1	0.00280738060522133
Radiation pneumonitis	ABCC1	0.10102312593377
Rash papular	ABCC1	0.0758182153619512
Recall phenomenon	ABCC1	9.97235203092673e-06
Red blood cell abnormality	ABCC1	0.10102312593377
Renal colic	ABCC1	0.128324707804536
Renal failure	ABCC1	0.128625100401036
Renal failure acute	ABCC1	0.0166719679330458
Renal impairment	ABCC1	0.0327086504129098
Retinitis	ABCC1	0.128324707804536
Scleroderma	ABCC1	0.156310215204654
Sensitisation	ABCC1	0.183890320572681
Sepsis	ABCC1	0.00834294911173919
Septic shock	ABCC1	0.000667767171260259
Sinus tachycardia	ABCC1	0.0145684222905293
Skin candida	ABCC1	0.128324707804536
Skin hyperpigmentation	ABCC1	0.0270541640227627
Skin lesion	ABCC1	0.150507523593006
Skin necrosis	ABCC1	0.154987641390238
Skin toxicity	ABCC1	0.128324707804536
Stevens-Johnson syndrome	ABCC1	0.117920444658441
Stomatitis	ABCC1	0.0233729369725855
Tachyarrhythmia	ABCC1	0.0396558129032062
Thrombocytopenia	ABCC1	0.0814082847942934
Transaminases increased	ABCC1	0.154289470972266
Tumour lysis syndrome	ABCC1	0.002274694291168
Tumour necrosis	ABCC1	0.0094782726583249
Ulcer	ABCC1	0.00233908384751189
Ureteric obstruction	ABCC1	0.0601726629027921
Urine output	ABCC1	0.00840562446484614
Venous thrombosis	ABCC1	0.135657578324558
Ventricular dysfunction	ABCC1	0.128324707804536
Weight decreased	ABCC1	0.150933532515277
Acute coronary syndrome	ABCC10	0.100650444991428
Acute leukaemia	ABCC10	0.00294473697152485
Acute myeloid leukaemia	ABCC10	0.00806967477003472
Acute respiratory distress syndrome	ABCC10	0.151721523898434
Alanine aminotransferase increased	ABCC10	0.0570370639600188
Alopecia	ABCC10	0.0573257582651913
Anaemia	ABCC10	0.085700292844756
Anaphylactic shock	ABCC10	0.0831029159164435
Angiopathy	ABCC10	0.0498893455690207
Ascites	ABCC10	0.00434233427915639
Aspartate aminotransferase increased	ABCC10	0.0646502633353868
Azoospermia	ABCC10	0.0975034835890644
Back pain	ABCC10	0.0621104259872449
Blindness cortical	ABCC10	0.0193100192659841
Blood alkaline phosphatase increased	ABCC10	0.0247241780854092
Blood bilirubin increased	ABCC10	0.0577226606869065
Blood uric acid increased	ABCC10	0.18896682994315
Bone disorder	ABCC10	0.0331396161157558
Bone pain	ABCC10	0.0108582681732791
Breast cancer	ABCC10	0.151721523898434
Caecitis	ABCC10	0.0457321328023117
Candida infection	ABCC10	0.0558876646129557
Cardiac arrest	ABCC10	0.130399669997047
Cardiac disorder	ABCC10	0.0458897097569637
Cardiac failure	ABCC10	0.0327218124411121
Cardiac failure congestive	ABCC10	0.0147018352878306
Cardiotoxicity	ABCC10	0.00042634584746556
Cellulitis	ABCC10	0.0612601942824757
Chest discomfort	ABCC10	0.147806506984613
Colitis ischaemic	ABCC10	0.00934187178803508
Congestive cardiomyopathy	ABCC10	0.0457321328023117
Connective tissue disorder	ABCC10	0.132956899638354
Cranial nerve paralysis	ABCC10	0.0253936337811326
Cyst	ABCC10	0.106365150124136
Deafness	ABCC10	0.113433827100755
Dehydration	ABCC10	0.189092634378029
Dermatitis atopic	ABCC10	0.0158249221134081
Diarrhoea haemorrhagic	ABCC10	0.0824247154484813
Drug interaction	ABCC10	0.00428258972767355
Dyspnoea exertional	ABCC10	0.135684428135317
Effusion	ABCC10	0.0253936337811326
Embolism	ABCC10	0.124836391103791
Erythema multiforme	ABCC10	0.102202170352196
Extravasation	ABCC10	4.96649916493327e-05
Febrile neutropenia	ABCC10	0.000150544680858707
Fluid retention	ABCC10	0.0461720507684117
Gastrointestinal toxicity	ABCC10	0.0752079636442187
Haemolytic uraemic syndrome	ABCC10	0.0673285333067054
Hand and foot syndrome secondary to sickle cell anaemia	ABCC10	0.0193100192659841
Hearing impaired	ABCC10	0.172902777108728
Hepatic failure	ABCC10	0.118589217251869
Hepatobiliary disease	ABCC10	0.100650444991428
Hepatotoxicity	ABCC10	0.128324707804536
Hyperbilirubinaemia	ABCC10	0.0577226606869065
Hypertension	ABCC10	0.124836391103791
Hyperuricaemia	ABCC10	0.160425500468694
Hypoaesthesia	ABCC10	0.119998599866284
Hypocalcaemia	ABCC10	0.180924908778521
Hypomagnesaemia	ABCC10	0.0797266122494217
Hyponatraemia	ABCC10	0.130399669997047
Hyporeflexia	ABCC10	0.00963949585673981
Hypotension	ABCC10	0.179123323541062
Ileus	ABCC10	0.0167120973910432
Immune system disorder	ABCC10	0.188036731071274
Immunodeficiency	ABCC10	0.0317912032846377
Infection	ABCC10	0.109646624976532
Inflammation	ABCC10	0.184495629887554
Influenza like illness	ABCC10	0.0649580998802134
Infusion site reaction	ABCC10	0.0525639629563291
Injection site infection	ABCC10	0.00173459153394772
Injection site reaction	ABCC10	0.0726667716012973
Interstitial lung disease	ABCC10	0.0269674937225394
Intestinal obstruction	ABCC10	0.106365150124136
Lacrimation increased	ABCC10	0.120708971641609
Leukaemia	ABCC10	0.128324707804536
Leukopenia	ABCC10	0.082201066461676
Liver function test abnormal	ABCC10	0.189092634378029
Lymphoedema	ABCC10	0.0154028596290735
Lymphopenia	ABCC10	0.00963949585673981
Mediastinal disorder	ABCC10	0.0314483564635416
Metastatic neoplasm	ABCC10	0.0121931700099143
Mouth ulceration	ABCC10	0.0869891558312472
Mucosal inflammation	ABCC10	0.0158249221134081
Multi-organ failure	ABCC10	0.0247467505383364
Musculoskeletal chest pain	ABCC10	0.135684428135317
Musculoskeletal pain	ABCC10	0.193483010416389
Myelodysplastic syndrome	ABCC10	0.0154028596290735
Myocardial infarction	ABCC10	0.107452187021715
Nail discolouration	ABCC10	0.0317912032846377
Nail disorder	ABCC10	0.0194893439909233
Necrosis	ABCC10	0.0110173408536678
Necrotising colitis	ABCC10	0.0012153063275089
Necrotising enterocolitis neonatal	ABCC10	0.0193100192659841
Nephropathy toxic	ABCC10	0.0575919296885044
Neuralgia	ABCC10	0.143784250171396
Neuritis	ABCC10	0.00161851475829876
Neuropathy peripheral	ABCC10	0.0147827237899799
Neurotoxicity	ABCC10	1.04986896615183e-06
Neutropenia	ABCC10	0.00818338296874517
Neutropenic colitis	ABCC10	0.0317912032846377
Neutropenic sepsis	ABCC10	0.00034195760956043
Oesophageal ulcer	ABCC10	0.143784250171396
Oesophagitis	ABCC10	0.0667014548955082
Onycholysis	ABCC10	0.00173459153394772
Opportunistic infection	ABCC10	0.143784250171396
Oral candidiasis	ABCC10	0.0797266122494217
Oral pain	ABCC10	0.0898775123265409
Ototoxicity	ABCC10	0.0457321328023117
Ovarian cancer	ABCC10	0.0525639629563291
Pain in extremity	ABCC10	0.118589217251869
Palmar-plantar erythrodysaesthesia syndrome	ABCC10	0.00173459153394772
Pancytopenia	ABCC10	0.0147827237899799
Paraesthesia	ABCC10	0.156097093444551
Peripheral motor neuropathy	ABCC10	4.84758953894067e-06
Peripheral sensory neuropathy	ABCC10	0.0172087653027072
Phlebitis	ABCC10	0.0704887025706292
Photopsia	ABCC10	0.135684428135317
Pigmentation disorder	ABCC10	0.0360353364776814
Pleural effusion	ABCC10	0.0432199089526595
Pneumonia	ABCC10	0.0230172004651942
Polyneuropathy	ABCC10	0.0107153528543563
Polyp	ABCC10	0.0764285975870784
Pulmonary fibrosis	ABCC10	0.00669296019356422
Radiation pneumonitis	ABCC10	0.0193100192659841
Rash erythematous	ABCC10	0.128324707804536
Rash generalised	ABCC10	0.143784250171396
Rash papular	ABCC10	0.160342603683722
Recall phenomenon	ABCC10	4.84758953894067e-06
Renal failure	ABCC10	0.0646502633353868
Renal impairment	ABCC10	0.082461146366222
Respiratory failure	ABCC10	0.0542123656141102
Scleroderma	ABCC10	0.0317912032846377
Scotoma	ABCC10	0.151721523898434
Sensory loss	ABCC10	0.120708971641609
Sepsis	ABCC10	0.0241273681906929
Septic shock	ABCC10	0.00235904223900637
Sinus tachycardia	ABCC10	0.0488418291175946
Skin exfoliation	ABCC10	0.0095934159785232
Skin hyperpigmentation	ABCC10	0.0664665712640422
Skin necrosis	ABCC10	0.0438509467444944
Skin toxicity	ABCC10	0.0253936337811326
Stevens-Johnson syndrome	ABCC10	0.0606785065936245
Stomatitis	ABCC10	0.0172087653027072
Thrombocytopenia	ABCC10	0.142993199322636
Toxic epidermal necrolysis	ABCC10	0.0254517955400845
Tumour lysis syndrome	ABCC10	0.0208135609799065
Tumour necrosis	ABCC10	0.0193100192659841
Ulcer	ABCC10	0.135684428135317
Urethral disorder	ABCC10	0.0283551864635061
Urinary tract disorder	ABCC10	0.0267849217998254
Venoocclusive liver disease	ABCC10	0.0599484242378723
Venous thrombosis	ABCC10	0.105047027740966
Abdominal pain	ABCC2	0.0415684961981649
Acute leukaemia	ABCC2	0.0104494789333803
Acute myeloid leukaemia	ABCC2	0.0682923128115427
Alopecia	ABCC2	0.00387228243516186
Amylase increased	ABCC2	0.11984846456974
Anaemia	ABCC2	0.037563182906402
Anaphylactic shock	ABCC2	0.136641041712592
Anaphylactoid reaction	ABCC2	0.138881457002988
Aphthous stomatitis	ABCC2	0.155038377108663
Arthralgia	ABCC2	0.132449091971661
Ascites	ABCC2	0.0193100192659841
Aspartate aminotransferase increased	ABCC2	0.0576468662308245
Back pain	ABCC2	0.0145869231818573
Blindness	ABCC2	0.0317912032846377
Blindness cortical	ABCC2	4.2395587518163e-05
Blood alkaline phosphatase increased	ABCC2	0.0817346133059322
Blood bilirubin increased	ABCC2	0.0714463434530021
Blood creatinine increased	ABCC2	0.0701180226183233
Blood glucose increased	ABCC2	0.155038377108663
Blood thyroid stimulating hormone increased	ABCC2	0.00657650579131218
Bone pain	ABCC2	0.104697783248736
Caecitis	ABCC2	0.0916908479986501
Candida infection	ABCC2	0.141457490702829
Cardiac disorder	ABCC2	0.138036916458231
Cardiac failure congestive	ABCC2	0.0763067306406085
Cardiovascular disorder	ABCC2	0.181145191122765
Cellulitis	ABCC2	0.0342748016279388
Cerebral infarction	ABCC2	0.0337544514018445
Connective tissue disorder	ABCC2	0.0824247154484813
Cough	ABCC2	0.0764937301631725
Cranial nerve paralysis	ABCC2	0.0387064026714607
Deafness	ABCC2	0.066618950987282
Decreased appetite	ABCC2	0.123240128147807
Dehydration	ABCC2	0.0267300960909985
Diarrhoea	ABCC2	0.0814082847942934
Discomfort	ABCC2	0.128815088526118
Disease progression	ABCC2	0.156310215204654
Drug interaction	ABCC2	0.00994520852715905
Dysaesthesia	ABCC2	0.0220666425740908
Dyspnoea	ABCC2	0.137874175262379
Dyspnoea exertional	ABCC2	0.150933532515277
Embolism	ABCC2	0.000591908498734608
Erythema multiforme	ABCC2	0.151896474287098
Extravasation	ABCC2	0.00109107801417127
Facial paresis	ABCC2	0.172588756490615
Febrile neutropenia	ABCC2	0.00157855402761411
Flushing	ABCC2	0.0110173408536678
Folliculitis	ABCC2	0.168145915102147
Gastrointestinal disorder	ABCC2	0.15111624811671
Gastrointestinal pain	ABCC2	0.0245857043212073
Gastrointestinal toxicity	ABCC2	0.179776431332389
Glossodynia	ABCC2	0.046600439307827
Granulomatous liver disease	ABCC2	0.172588756490615
Haemolytic anaemia	ABCC2	0.0847890411582106
Haemolytic uraemic syndrome	ABCC2	0.037563182906402
Hand and foot syndrome secondary to sickle cell anaemia	ABCC2	0.0245903279381072
Hepatic cancer	ABCC2	0.112140094062156
Hepatic failure	ABCC2	0.0329139078463525
Hepatic necrosis	ABCC2	0.168145915102147
Hepatobiliary disease	ABCC2	0.147241319666322
Hepatocellular carcinoma	ABCC2	0.0916908479986501
Hepatosplenomegaly	ABCC2	0.112140094062156
Hepatotoxicity	ABCC2	0.178495891437069
Hyperbilirubinaemia	ABCC2	0.0714463434530021
Hyperlactacidaemia	ABCC2	0.0727092463386149
Hypersensitivity	ABCC2	0.0971623817959239
Hypoaesthesia	ABCC2	0.0625627257438793
Hypoalbuminaemia	ABCC2	0.0573257582651913
Hypocalcaemia	ABCC2	0.172942924928083
Hypokalaemia	ABCC2	0.142602270156327
Hypomagnesaemia	ABCC2	0.168145915102147
Hyponatraemia	ABCC2	0.044313182583408
Hypophosphataemia	ABCC2	0.12758584328254
Hypotrichosis	ABCC2	0.172588756490615
Ileus	ABCC2	0.117920444658441
Influenza like illness	ABCC2	0.0894511853867789
Injection site infection	ABCC2	0.0727092463386149
Injury	ABCC2	0.0426994531291942
Interstitial lung disease	ABCC2	0.0409015406995567
Intestinal obstruction	ABCC2	0.125705407120526
Intestinal perforation	ABCC2	0.120507823938874
Ischaemia	ABCC2	0.150933532515277
Lenticular opacities	ABCC2	0.156310215204654
Leukaemia	ABCC2	0.134886302322438
Leukoencephalopathy	ABCC2	0.0245903279381072
Leukopenia	ABCC2	0.0331298069313806
